,unit,carriage,destination,origin,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
3096,MIO_TKM,TOT,EU25,NL,15462.0,16137.0,15711.0,15548.0,16578.0,17570.0,17385.0,18337.0,20042.0,20111.0
3097,MIO_TKM,TOT,EU25,NO,1003.0,1290.0,1556.0,1412.0,1407.0,1388.0,1668.0,1772.0,1689.0,1794.0
3098,MIO_TKM,TOT,EU25,PL,68873.0,59855.0,63912.0,55571.0,47658.0,46145.0,46024.0,42744.0,37959.0,37093.0
3099,MIO_TKM,TOT,EU25,PT,6816.0,7709.0,7677.0,8357.0,7121.0,8608.0,9815.0,9291.0,10200.0,9561.0
3100,MIO_TKM,TOT,EU25,RO,10669.0,9755.0,8460.0,7489.0,6989.0,6795.0,6804.0,6349.0,5973.0,6220.0
3101,MIO_TKM,TOT,EU25,SE,576.0,817.0,853.0,692.0,844.0,717.0,565.0,687.0,755.0,712.0
3102,MIO_TKM,TOT,EU25,SI,5037.0,5246.0,4708.0,4211.0,4217.0,3817.0,3599.0,3771.0,3653.0,3697.0
3103,MIO_TKM,TOT,EU25,SK,7934.0,8207.0,7745.0,7785.0,7429.0,6319.0,7038.0,6416.0,7038.0,6482.0
3104,MIO_TKM,TOT,EU25,UK,3013.0,3167.0,2828.0,2827.0,3246.0,3648.0,3612.0,3873.0,3944.0,4063.0
3105,MIO_TKM,TOT,EU27_2007,AT,3515.0,3491.0,3614.0,3676.0,3850.0,3955.0,3787.0,4412.0,5419.0,5465.0
3106,MIO_TKM,TOT,EU27_2007,BE,6320.0,6081.0,6693.0,6677.0,6820.0,6008.0,6541.0,6823.0,7362.0,8287.0
3107,MIO_TKM,TOT,EU27_2007,BG,2901.0,3763.0,4617.0,5066.0,5778.0,5291.0,5035.0,3786.0,4436.0,3980.0
3108,MIO_TKM,TOT,EU27_2007,CH,510.0,512.0,470.0,549.0,632.0,656.0,824.0,1016.0,1308.0,1215.0
3109,MIO_TKM,TOT,EU27_2007,CY,20.0,19.0,17.0,12.0,8.0,6.0,8.0,8.0,5.0,9.0
3110,MIO_TKM,TOT,EU27_2007,CZ,6333.0,7355.0,9612.0,11342.0,14221.0,13743.0,13594.0,12234.0,13048.0,12381.0
3111,MIO_TKM,TOT,EU27_2007,DE,16888.0,18304.0,18586.0,19778.0,20124.0,20524.0,21416.0,23518.0,25814.0,26488.0
3112,MIO_TKM,TOT,EU27_2007,DK,1496.0,1448.0,1255.0,1197.0,1006.0,1127.0,1311.0,1488.0,1469.0,1661.0
3113,MIO_TKM,TOT,EU27_2007,EE,749.0,1150.0,1198.0,1042.0,1286.0,1166.0,1011.0,1044.0,1062.0,1126.0
3114,MIO_TKM,TOT,EU27_2007,EL,6299.0,7154.0,6340.0,2246.0,2444.0,1983.0,1802.0,2062.0,1774.0,2228.0
3115,MIO_TKM,TOT,EU27_2007,ES,43069.0,42050.0,39758.0,37476.0,37751.0,35574.0,34721.0,34970.0,33619.0,31978.0
3116,MIO_TKM,TOT,EU27_2007,FI,757.0,980.0,600.0,877.0,895.0,1091.0,1022.0,1342.0,1179.0,1676.0
3117,MIO_TKM,TOT,EU27_2007,FR,4762.0,5006.0,5156.0,5243.0,5457.0,6363.0,7074.0,6905.0,7967.0,8236.0
3118,MIO_TKM,TOT,EU27_2007,HR,2620.0,2673.0,2343.0,2226.0,1975.0,1763.0,1569.0,1416.0,1510.0,1443.0
3119,MIO_TKM,TOT,EU27_2007,HU,7634.0,7282.0,8001.0,7682.0,7353.0,7168.0,7172.0,7239.0,7318.0,6891.0
3120,MIO_TKM,TOT,EU27_2007,IE,936.0,813.0,968.0,1054.0,833.0,830.0,812.0,1062.0,1036.0,1110.0
3121,MIO_TKM,TOT,EU27_2007,IT,7131.0,5786.0,5521.0,5733.0,5764.0,7219.0,7376.0,5476.0,6403.0,11958.0
3122,MIO_TKM,TOT,EU27_2007,LI,,,,,,,21.0,24.0,23.0,30.0
3123,MIO_TKM,TOT,EU27_2007,LT,5687.0,4899.0,5009.0,4440.0,3964.0,4783.0,4633.0,4352.0,4066.0,3516.0
3124,MIO_TKM,TOT,EU27_2007,LU,990.0,979.0,1059.0,1157.0,1043.0,1356.0,1226.0,1237.0,1271.0,1163.0
3125,MIO_TKM,TOT,EU27_2007,LV,2761.0,2683.0,2651.0,2893.0,3051.0,2760.0,2549.0,2671.0,2814.0,2132.0
3126,MIO_TKM,TOT,EU27_2007,NL,15483.0,16151.0,15761.0,15576.0,16584.0,17577.0,17414.0,18352.0,20083.0,20147.0
3127,MIO_TKM,TOT,EU27_2007,NO,1003.0,1290.0,1556.0,1412.0,1407.0,1388.0,1668.0,1772.0,1689.0,1794.0
3128,MIO_TKM,TOT,EU27_2007,PL,70706.0,61515.0,65345.0,57148.0,48960.0,47112.0,47144.0,43780.0,38903.0,37861.0
3129,MIO_TKM,TOT,EU27_2007,PT,6816.0,7725.0,7684.0,8363.0,7121.0,8608.0,9815.0,9291.0,10200.0,9561.0
3130,MIO_TKM,TOT,EU27_2007,RO,10755.0,9864.0,8595.0,7640.0,7136.0,6946.0,6940.0,6478.0,6083.0,6295.0
3131,MIO_TKM,TOT,EU27_2007,SE,576.0,836.0,867.0,692.0,844.0,722.0,572.0,746.0,758.0,714.0
3132,MIO_TKM,TOT,EU27_2007,SI,5062.0,5265.0,4720.0,4238.0,4228.0,3833.0,3614.0,3788.0,3724.0,3760.0
3133,MIO_TKM,TOT,EU27_2007,SK,8118.0,8379.0,7996.0,8044.0,7575.0,6485.0,7178.0,6517.0,7176.0,6585.0
3134,MIO_TKM,TOT,EU27_2007,UK,3013.0,3190.0,2881.0,2830.0,3246.0,3652.0,3614.0,3879.0,3960.0,4079.0
3135,MIO_TKM,TOT,EU27_2020,AT,3465.0,3444.0,3595.0,3626.0,3787.0,3907.0,3745.0,4376.0,5371.0,5403.0
3136,MIO_TKM,TOT,EU27_2020,BE,6162.0,5918.0,6456.0,6471.0,6712.0,5866.0,6331.0,6660.0,7186.0,8038.0
3137,MIO_TKM,TOT,EU27_2020,BG,2856.0,3742.0,4295.0,4803.0,5684.0,5038.0,5015.0,3803.0,4296.0,3951.0
3138,MIO_TKM,TOT,EU27_2020,CH,490.0,409.0,470.0,548.0,632.0,656.0,774.0,1014.0,1293.0,1102.0
3139,MIO_TKM,TOT,EU27_2020,CY,10.0,9.0,9.0,6.0,4.0,3.0,4.0,4.0,4.0,6.0
3140,MIO_TKM,TOT,EU27_2020,CZ,6220.0,7213.0,9285.0,10888.0,13542.0,12794.0,12849.0,11708.0,12361.0,11772.0
3141,MIO_TKM,TOT,EU27_2020,DE,16177.0,17586.0,17882.0,18872.0,19374.0,19593.0,20493.0,22451.0,24685.0,25247.0
3142,MIO_TKM,TOT,EU27_2020,DK,1430.0,1436.0,1245.0,1178.0,968.0,1111.0,1300.0,1467.0,1459.0,1636.0
3143,MIO_TKM,TOT,EU27_2020,EE,749.0,1151.0,1181.0,1042.0,1267.0,1191.0,991.0,998.0,1060.0,1087.0
3144,MIO_TKM,TOT,EU27_2020,EL,6033.0,6909.0,6178.0,2147.0,2255.0,1869.0,1644.0,1943.0,1750.0,2177.0
3145,MIO_TKM,TOT,EU27_2020,ES,39016.0,37051.0,35768.0,33718.0,34070.0,32054.0,31284.0,31510.0,31108.0,29485.0
3146,MIO_TKM,TOT,EU27_2020,FI,757.0,980.0,600.0,877.0,895.0,1091.0,1022.0,1342.0,1179.0,1673.0
3147,MIO_TKM,TOT,EU27_2020,FR,4496.0,4743.0,4876.0,4947.0,5181.0,5941.0,6617.0,6406.0,7290.0,7488.0
3148,MIO_TKM,TOT,EU27_2020,HR,2562.0,2628.0,2292.0,2179.0,1933.0,1745.0,1496.0,1369.0,1451.0,1367.0
3149,MIO_TKM,TOT,EU27_2020,HU,7466.0,7120.0,7771.0,7434.0,6988.0,6890.0,6803.0,6878.0,6959.0,6636.0
3150,MIO_TKM,TOT,EU27_2020,IE,314.0,300.0,378.0,396.0,327.0,356.0,358.0,477.0,415.0,543.0
3151,MIO_TKM,TOT,EU27_2020,IT,6884.0,5618.0,5262.0,5366.0,5612.0,7088.0,7148.0,5244.0,6088.0,11156.0
3152,MIO_TKM,TOT,EU27_2020,LI,,,,,,,21.0,24.0,23.0,30.0
3153,MIO_TKM,TOT,EU27_2020,LT,5381.0,4710.0,4708.0,4174.0,3738.0,4497.0,4401.0,4200.0,3976.0,3396.0
3154,MIO_TKM,TOT,EU27_2020,LU,983.0,972.0,1056.0,1152.0,1032.0,1346.0,1211.0,1224.0,1237.0,1127.0
3155,MIO_TKM,TOT,EU27_2020,LV,2757.0,2663.0,2604.0,2864.0,3013.0,2753.0,2543.0,2630.0,2808.0,2108.0
3156,MIO_TKM,TOT,EU27_2020,NL,14639.0,15277.0,14811.0,14520.0,15357.0,16420.0,16471.0,17232.0,18948.0,19175.0
3157,MIO_TKM,TOT,EU27_2020,NO,1003.0,1290.0,1526.0,1353.0,1407.0,1388.0,1668.0,1772.0,1689.0,1782.0
3158,MIO_TKM,TOT,EU27_2020,PL,66292.0,56608.0,60816.0,52817.0,45213.0,43474.0,43735.0,39838.0,36099.0,34678.0
3159,MIO_TKM,TOT,EU27_2020,PT,6316.0,7344.0,7060.0,7603.0,6605.0,8314.0,9412.0,8921.0,9777.0,9320.0
3160,MIO_TKM,TOT,EU27_2020,RO,10561.0,9508.0,8310.0,7170.0,6684.0,6559.0,6615.0,6197.0,5716.0,5771.0
3161,MIO_TKM,TOT,EU27_2020,SE,576.0,836.0,885.0,704.0,871.0,729.0,568.0,741.0,735.0,714.0
3162,MIO_TKM,TOT,EU27_2020,SI,5088.0,5215.0,4687.0,4157.0,4115.0,3753.0,3458.0,3723.0,3614.0,3675.0
3163,MIO_TKM,TOT,EU27_2020,SK,7780.0,7994.0,7663.0,7587.0,7351.0,6255.0,6768.0,6320.0,6699.0,6393.0
3164,MIO_TKM,TOT,EU27_2020,UK,3013.0,3192.0,2906.0,2830.0,3246.0,3652.0,3619.0,3889.0,3961.0,4079.0
3165,MIO_TKM,TOT,EU28,AT,3534.0,3515.0,3630.0,3684.0,3865.0,3966.0,3815.0,4444.0,5448.0,5491.0
3166,MIO_TKM,TOT,EU28,BE,6321.0,6084.0,6693.0,6677.0,6835.0,6008.0,6541.0,6823.0,7362.0,8287.0
3167,MIO_TKM,TOT,EU28,BG,2901.0,3775.0,4635.0,5096.0,5879.0,5291.0,5035.0,3803.0,4436.0,4025.0
3168,MIO_TKM,TOT,EU28,CH,510.0,512.0,470.0,549.0,632.0,656.0,824.0,1016.0,1308.0,1215.0
3169,MIO_TKM,TOT,EU28,CY,20.0,19.0,17.0,12.0,8.0,6.0,8.0,8.0,5.0,9.0
3170,MIO_TKM,TOT,EU28,CZ,6358.0,7385.0,9640.0,11366.0,14256.0,13769.0,13642.0,12310.0,13080.0,12438.0
3171,MIO_TKM,TOT,EU28,DE,16888.0,18317.0,18596.0,19784.0,20129.0,20524.0,21416.0,23532.0,25838.0,26515.0
3172,MIO_TKM,TOT,EU28,DK,1496.0,1450.0,1255.0,1197.0,1006.0,1127.0,1311.0,1488.0,1469.0,1661.0
3173,MIO_TKM,TOT,EU28,EE,749.0,1162.0,1198.0,1042.0,1296.0,1191.0,1011.0,1044.0,1062.0,1126.0
3174,MIO_TKM,TOT,EU28,EL,6322.0,7154.0,6370.0,2252.0,2463.0,1983.0,1805.0,2070.0,1800.0,2233.0
3175,MIO_TKM,TOT,EU28,ES,43069.0,42073.0,39784.0,37527.0,37775.0,35580.0,34721.0,34970.0,33641.0,32000.0
3176,MIO_TKM,TOT,EU28,FI,757.0,980.0,600.0,877.0,895.0,1091.0,1022.0,1342.0,1179.0,1676.0
3177,MIO_TKM,TOT,EU28,FR,4762.0,5006.0,5156.0,5243.0,5457.0,6363.0,7078.0,6914.0,7967.0,8236.0
3178,MIO_TKM,TOT,EU28,HR,2620.0,2673.0,2343.0,2226.0,1975.0,1763.0,1569.0,1416.0,1510.0,1443.0
3179,MIO_TKM,TOT,EU28,HU,7754.0,7404.0,8126.0,7820.0,7428.0,7251.0,7223.0,7301.0,7384.0,6953.0
3180,MIO_TKM,TOT,EU28,IE,936.0,813.0,968.0,1054.0,833.0,830.0,812.0,1062.0,1036.0,1110.0
3181,MIO_TKM,TOT,EU28,IT,7192.0,5807.0,5581.0,5741.0,5903.0,7241.0,7397.0,5486.0,6430.0,12049.0
3182,MIO_TKM,TOT,EU28,LI,,,,,,,21.0,24.0,23.0,30.0
3183,MIO_TKM,TOT,EU28,LT,5688.0,4954.0,5052.0,4451.0,3981.0,4796.0,4641.0,4376.0,4074.0,3527.0
3184,MIO_TKM,TOT,EU28,LU,990.0,979.0,1059.0,1157.0,1043.0,1357.0,1226.0,1237.0,1271.0,1163.0
3185,MIO_TKM,TOT,EU28,LV,2761.0,2683.0,2651.0,2893.0,3051.0,2775.0,2561.0,2671.0,2814.0,2132.0
3186,MIO_TKM,TOT,EU28,NL,15497.0,16168.0,15774.0,15578.0,16584.0,17583.0,17420.0,18360.0,20089.0,20159.0
3187,MIO_TKM,TOT,EU28,NO,1003.0,1290.0,1556.0,1412.0,1407.0,1388.0,1668.0,1772.0,1689.0,1794.0
3188,MIO_TKM,TOT,EU28,PL,71165.0,61783.0,65717.0,57645.0,49229.0,47345.0,47307.0,43891.0,39117.0,37911.0
3189,MIO_TKM,TOT,EU28,PT,6816.0,7725.0,7699.0,8363.0,7121.0,8608.0,9815.0,9291.0,10200.0,9561.0
3190,MIO_TKM,TOT,EU28,RO,10801.0,9926.0,8647.0,7664.0,7169.0,6966.0,6944.0,6486.0,6092.0,6295.0
3191,MIO_TKM,TOT,EU28,SE,576.0,836.0,889.0,704.0,871.0,729.0,572.0,746.0,758.0,715.0
3192,MIO_TKM,TOT,EU28,SI,5225.0,5392.0,4822.0,4350.0,4326.0,3910.0,3683.0,3867.0,3813.0,3861.0
3193,MIO_TKM,TOT,EU28,SK,8148.0,8433.0,8016.0,8064.0,7629.0,6507.0,7188.0,6554.0,7176.0,6601.0
3194,MIO_TKM,TOT,EU28,UK,3013.0,3192.0,2906.0,2830.0,3246.0,3652.0,3619.0,3889.0,3961.0,4079.0
3195,MIO_TKM,TOT,EUR_OTH,AT,,,,,,,,,,
3196,MIO_TKM,TOT,EUR_OTH,DE,,,,,,,,,,
3197,MIO_TKM,TOT,EUR_OTH,DK,,,,,,,,,,
3198,MIO_TKM,TOT,EUR_OTH,EL,,,,,,,,,,
3199,MIO_TKM,TOT,EUR_OTH,ES,,,,,,,,,,
3200,MIO_TKM,TOT,EUR_OTH,EU15,,,,,,,,,,
3201,MIO_TKM,TOT,EUR_OTH,FR,,,,,,,,,,
3202,MIO_TKM,TOT,EUR_OTH,IE,,,,,,,,,,
3203,MIO_TKM,TOT,EUR_OTH,IT,,,,,,,,,,
3204,MIO_TKM,TOT,EUR_OTH,NL,,,,,,,,,,
3205,MIO_TKM,TOT,EUR_OTH,PT,,,,,,,,,,
3206,MIO_TKM,TOT,EUR_OTH,SE,,,,,,,,,,
3207,MIO_TKM,TOT,EUR_OTH,UK,,,,,,,,,,
3208,MIO_TKM,TOT,EXT_EU15,AT,,,,,,,,667.0,723.0,705.0
3209,MIO_TKM,TOT,EXT_EU15,BE,,,,,,,,74.0,115.0,134.0
3210,MIO_TKM,TOT,EXT_EU15,BG,,,,,,,,1611.0,1623.0,1086.0
3211,MIO_TKM,TOT,EXT_EU15,CH,,,,,,,,73.0,55.0,27.0
3212,MIO_TKM,TOT,EXT_EU15,CY,,,,,,,,0.0,0.0,0.0
3213,MIO_TKM,TOT,EXT_EU15,CZ,,,,,,,,2626.0,2710.0,2465.0
3214,MIO_TKM,TOT,EXT_EU15,DE,,,,,,,,3997.0,4634.0,4171.0
3215,MIO_TKM,TOT,EXT_EU15,DK,,,,,,,,432.0,367.0,403.0
3216,MIO_TKM,TOT,EXT_EU15,EE,,,,,,,,892.0,904.0,876.0
3217,MIO_TKM,TOT,EXT_EU15,EL,,,,,,,,263.0,398.0,344.0
3218,MIO_TKM,TOT,EXT_EU15,ES,,,,,,,,1772.0,1311.0,1286.0
3219,MIO_TKM,TOT,EXT_EU15,EU15,,,,,,,,,,
3220,MIO_TKM,TOT,EXT_EU15,FI,,,,,,,,687.0,517.0,831.0
3221,MIO_TKM,TOT,EXT_EU15,FR,,,,,,,,604.0,575.0,588.0
3222,MIO_TKM,TOT,EXT_EU15,HR,,,,,,,,596.0,658.0,589.0
3223,MIO_TKM,TOT,EXT_EU15,HU,,,,,,,,1677.0,1643.0,1363.0
3224,MIO_TKM,TOT,EXT_EU15,IE,,,,,,,,37.0,36.0,32.0
3225,MIO_TKM,TOT,EXT_EU15,IT,,,,,,,,934.0,1204.0,1622.0
3226,MIO_TKM,TOT,EXT_EU15,LI,,,,,,,,0.0,1.0,1.0
3227,MIO_TKM,TOT,EXT_EU15,LT,,,,,,,,3271.0,2865.0,2521.0
3228,MIO_TKM,TOT,EXT_EU15,LU,,,,,,,,28.0,24.0,26.0
3229,MIO_TKM,TOT,EXT_EU15,LV,,,,,,,,1971.0,1767.0,1325.0
3230,MIO_TKM,TOT,EXT_EU15,NL,,,,,,,,862.0,917.0,941.0
3231,MIO_TKM,TOT,EXT_EU15,NO,,,,,,,,26.0,33.0,48.0
3232,MIO_TKM,TOT,EXT_EU15,PL,,,,,,,,13709.0,11104.0,11159.0
3233,MIO_TKM,TOT,EXT_EU15,PT,,,,,,,,451.0,420.0,236.0
3234,MIO_TKM,TOT,EXT_EU15,RO,,,,,,,,1210.0,974.0,797.0
3235,MIO_TKM,TOT,EXT_EU15,SE,,,,,,,,867.0,962.0,897.0
3236,MIO_TKM,TOT,EXT_EU15,SI,,,,,,,,974.0,987.0,966.0
3237,MIO_TKM,TOT,EXT_EU15,SK,,,,,,,,2025.0,2066.0,1739.0
3238,MIO_TKM,TOT,EXT_EU15,UK,,,,,,,,,367.0,224.0
3239,MIO_TKM,TOT,EX_DD,BE,,,,,,,,,,
3240,MIO_TKM,TOT,EX_DD,DK,,,,,,,,,,
3241,MIO_TKM,TOT,EX_DD,EL,,,,,,,,,,
3242,MIO_TKM,TOT,EX_DD,ES,,,,,,,,,,
3243,MIO_TKM,TOT,EX_DD,FR,,,,,,,,,,
3244,MIO_TKM,TOT,EX_DD,IT,,,,,,,,,,
3245,MIO_TKM,TOT,EX_DD,NL,,,,,,,,,,
3246,MIO_TKM,TOT,EX_DD,PT,,,,,,,,,,
3247,MIO_TKM,TOT,EX_DD,UK,,,,,,,,,,
3248,MIO_TKM,TOT,EX_SU,DE,,,,,,,,,,
3249,MIO_TKM,TOT,EX_SU,DK,,,,,,,,,,
3250,MIO_TKM,TOT,EX_SU,EL,,,,,,,,,,
3251,MIO_TKM,TOT,EX_SU,ES,,,,,,,,,,
3252,MIO_TKM,TOT,EX_SU,EU15,,,,,,,,,,
3253,MIO_TKM,TOT,EX_SU,FR,,,,,,,,,,
3254,MIO_TKM,TOT,EX_SU,IT,,,,,,,,,,
3255,MIO_TKM,TOT,EX_SU,LU,,,,,,,,,,
3256,MIO_TKM,TOT,EX_SU,NL,,,,,,,,,,
3257,MIO_TKM,TOT,EX_SU,UK,,,,,,,,,,
3258,MIO_TKM,TOT,EX_YU,BE,,,,,,,,,,
3259,MIO_TKM,TOT,EX_YU,DE,,,,,,,,,,
3260,MIO_TKM,TOT,EX_YU,DK,,,,,,,,,,
3261,MIO_TKM,TOT,EX_YU,EL,,,,,,,,,,
3262,MIO_TKM,TOT,EX_YU,ES,,,,,,,,,,
3263,MIO_TKM,TOT,EX_YU,EU15,,,,,,,,,,
3264,MIO_TKM,TOT,EX_YU,FR,,,,,,,,,,
3265,MIO_TKM,TOT,EX_YU,IE,,,,,,,,,,
3266,MIO_TKM,TOT,EX_YU,IT,,,,,,,,,,
3267,MIO_TKM,TOT,EX_YU,LU,,,,,,,,,,
3268,MIO_TKM,TOT,EX_YU,NL,,,,,,,,,,
3269,MIO_TKM,TOT,EX_YU,PT,,,,,,,,,,
3270,MIO_TKM,TOT,EX_YU,SE,,,,,,,,,,
3271,MIO_TKM,TOT,EX_YU,UK,,,,,,,,,,
3272,MIO_TKM,TOT,FI,AT,2.0,,,,,19.0,,,2.0,7.0
3273,MIO_TKM,TOT,FI,BE,,,,,,,,,2.0,
3274,MIO_TKM,TOT,FI,BG,,,,,,,,,,56.0
3275,MIO_TKM,TOT,FI,CY,0.0,,,,,,,,0.0,
3276,MIO_TKM,TOT,FI,CZ,15.0,,10.0,45.0,45.0,59.0,51.0,11.0,61.0,77.0
3277,MIO_TKM,TOT,FI,DE,7.0,4.0,1.0,16.0,43.0,7.0,24.0,26.0,33.0,26.0
3278,MIO_TKM,TOT,FI,DK,33.0,19.0,28.0,31.0,14.0,11.0,15.0,16.0,32.0,32.0
3279,MIO_TKM,TOT,FI,EE,103.0,154.0,129.0,87.0,78.0,89.0,77.0,88.0,95.0,68.0
3280,MIO_TKM,TOT,FI,EL,,,,,,,,,,
3281,MIO_TKM,TOT,FI,ES,,20.0,,,,25.0,,,,
3282,MIO_TKM,TOT,FI,EU15,,,,,,,,,,
3283,MIO_TKM,TOT,FI,FR,,,,1.0,,,7.0,,,
3284,MIO_TKM,TOT,FI,HR,5.0,4.0,11.0,6.0,,,,,6.0,
3285,MIO_TKM,TOT,FI,HU,,19.0,1.0,6.0,17.0,18.0,26.0,2.0,14.0,9.0
3286,MIO_TKM,TOT,FI,IE,,,,,,2.0,,,,
3287,MIO_TKM,TOT,FI,IT,19.0,,1.0,,,,,,,
3288,MIO_TKM,TOT,FI,LT,121.0,143.0,112.0,133.0,88.0,99.0,21.0,32.0,30.0,29.0
3289,MIO_TKM,TOT,FI,LU,,,,,,,,,,
3290,MIO_TKM,TOT,FI,LV,72.0,68.0,48.0,45.0,47.0,36.0,42.0,39.0,21.0,9.0
3291,MIO_TKM,TOT,FI,NL,30.0,30.0,8.0,4.0,8.0,32.0,5.0,45.0,28.0,44.0
3292,MIO_TKM,TOT,FI,NO,9.0,70.0,69.0,98.0,49.0,25.0,25.0,17.0,15.0,25.0
3293,MIO_TKM,TOT,FI,PL,523.0,770.0,644.0,247.0,716.0,295.0,470.0,670.0,452.0,246.0
3294,MIO_TKM,TOT,FI,PT,,,,,,,,,,
3295,MIO_TKM,TOT,FI,RO,19.0,14.0,25.0,35.0,34.0,4.0,7.0,10.0,,
3296,MIO_TKM,TOT,FI,SE,60.0,60.0,105.0,47.0,115.0,122.0,82.0,65.0,78.0,78.0
3297,MIO_TKM,TOT,FI,SI,,,,,,,,,,6.0
3298,MIO_TKM,TOT,FI,SK,13.0,,3.0,27.0,73.0,39.0,49.0,11.0,1.0,6.0
3299,MIO_TKM,TOT,FI,UK,0.0,,14.0,,2.0,2.0,4.0,2.0,0.0,1.0
3300,MIO_TKM,TOT,FR,AT,126.0,106.0,92.0,110.0,123.0,137.0,179.0,125.0,193.0,256.0
3301,MIO_TKM,TOT,FR,BE,3338.0,3238.0,3517.0,3870.0,3812.0,3401.0,3553.0,3739.0,4027.0,4549.0
3302,MIO_TKM,TOT,FR,BG,260.0,54.0,160.0,153.0,451.0,1059.0,239.0,173.0,650.0,421.0
3303,MIO_TKM,TOT,FR,CH,179.0,108.0,135.0,167.0,122.0,129.0,255.0,144.0,180.0,148.0
3304,MIO_TKM,TOT,FR,CY,1.0,0.0,0.0,0.0,0.0,,,0.0,,
3305,MIO_TKM,TOT,FR,CZ,511.0,449.0,628.0,658.0,1152.0,1052.0,1212.0,1139.0,1163.0,1052.0
3306,MIO_TKM,TOT,FR,DE,3020.0,3673.0,3743.0,4082.0,4260.0,4401.0,4910.0,5353.0,5964.0,6101.0
3307,MIO_TKM,TOT,FR,DK,81.0,135.0,70.0,70.0,84.0,19.0,134.0,196.0,122.0,135.0
3308,MIO_TKM,TOT,FR,EE,30.0,,12.0,38.0,87.0,23.0,9.0,35.0,50.0,67.0
3309,MIO_TKM,TOT,FR,EL,482.0,755.0,728.0,181.0,302.0,180.0,160.0,105.0,164.0,113.0
3310,MIO_TKM,TOT,FR,ES,16134.0,14565.0,14214.0,12732.0,12797.0,12070.0,12032.0,11985.0,11808.0,11521.0
3311,MIO_TKM,TOT,FR,EU15,,,,,,,,,,
3312,MIO_TKM,TOT,FR,FI,,,,,,18.0,21.0,34.0,16.0,47.0
3313,MIO_TKM,TOT,FR,HR,131.0,109.0,127.0,90.0,122.0,95.0,73.0,114.0,120.0,93.0
3314,MIO_TKM,TOT,FR,HU,557.0,523.0,641.0,633.0,590.0,660.0,608.0,599.0,589.0,544.0
3315,MIO_TKM,TOT,FR,IE,73.0,58.0,91.0,112.0,75.0,111.0,130.0,110.0,121.0,152.0
3316,MIO_TKM,TOT,FR,IT,3215.0,2689.0,2414.0,2556.0,2615.0,2972.0,3268.0,2615.0,2959.0,4692.0
3317,MIO_TKM,TOT,FR,LI,,,,,,,7.0,4.0,6.0,9.0
3318,MIO_TKM,TOT,FR,LT,618.0,440.0,451.0,286.0,374.0,436.0,409.0,472.0,408.0,371.0
3319,MIO_TKM,TOT,FR,LU,337.0,338.0,414.0,464.0,412.0,526.0,478.0,381.0,459.0,415.0
3320,MIO_TKM,TOT,FR,LV,233.0,178.0,191.0,208.0,163.0,270.0,306.0,190.0,362.0,248.0
3321,MIO_TKM,TOT,FR,NL,2703.0,2809.0,2701.0,2550.0,2863.0,3305.0,3069.0,3410.0,3572.0,3742.0
3322,MIO_TKM,TOT,FR,NO,,14.0,6.0,8.0,1.0,33.0,57.0,,22.0,89.0
3323,MIO_TKM,TOT,FR,PL,7179.0,5349.0,6274.0,5432.0,4447.0,5133.0,4934.0,4710.0,4930.0,4327.0
3324,MIO_TKM,TOT,FR,PT,1692.0,1963.0,1917.0,2211.0,1767.0,1952.0,2318.0,2135.0,2181.0,2202.0
3325,MIO_TKM,TOT,FR,RO,1500.0,1124.0,1113.0,935.0,1084.0,1096.0,930.0,780.0,799.0,1050.0
3326,MIO_TKM,TOT,FR,SE,32.0,61.0,36.0,32.0,23.0,57.0,15.0,50.0,89.0,52.0
3327,MIO_TKM,TOT,FR,SI,529.0,510.0,410.0,378.0,360.0,344.0,341.0,389.0,399.0,493.0
3328,MIO_TKM,TOT,FR,SK,789.0,803.0,762.0,864.0,835.0,613.0,766.0,566.0,602.0,715.0
3329,MIO_TKM,TOT,FR,UK,728.0,592.0,514.0,595.0,680.0,797.0,795.0,879.0,1001.0,1039.0
3330,MIO_TKM,TOT,GE,AT,,,,,,,,,,
3331,MIO_TKM,TOT,GE,BG,,29.0,,,29.0,,,17.0,34.0,33.0
3332,MIO_TKM,TOT,GE,CZ,,,,,,32.0,,,,6.0
3333,MIO_TKM,TOT,GE,EE,,,,,,,,,,
3334,MIO_TKM,TOT,GE,LT,20.0,,59.0,27.0,,,,,,13.0
3335,MIO_TKM,TOT,GE,LV,,,10.0,,,,16.0,,,
3336,MIO_TKM,TOT,GE,NL,,,,,,,,,,
3337,MIO_TKM,TOT,GE,PL,,,38.0,,,,,,,
3338,MIO_TKM,TOT,GE,SI,,,,,,,,4.0,,
3339,MIO_TKM,TOT,GI,DE,,,,,,,,,,
3340,MIO_TKM,TOT,GI,ES,61.0,91.0,35.0,28.0,78.0,26.0,14.0,23.0,24.0,53.0
3341,MIO_TKM,TOT,GI,HU,,,,,,,,,,
3342,MIO_TKM,TOT,GI,NL,,,,,,,7.0,,8.0,1.0
3343,MIO_TKM,TOT,GI,PT,,,,1.0,4.0,,,,,
3344,MIO_TKM,TOT,GI,UK,15.0,10.0,90.0,78.0,194.0,91.0,135.0,,,
3345,MIO_TKM,TOT,HR,AT,19.0,25.0,16.0,9.0,15.0,11.0,27.0,33.0,29.0,25.0
3346,MIO_TKM,TOT,HR,BE,1.0,3.0,,,15.0,,,,,
