aid,view,danmaku,reply,favorite,coin,share,now_rank,his_rank,like
2216,1768,280,20,7,1,4,0,0,0
2217,1088,9,5,3,1,0,0,0,0
2218,4538,345,19,17,1,1,0,0,1
2219,6029,327,29,41,2,6,0,0,1
2222,9718,225,118,141,11,6,0,0,9
2223,914,471,39,95,38,6,0,88,2
2224,3793,133,17,26,5,2,0,0,1
2226,7716,558,42,50,16,10,0,0,5
2227,1535,83,7,3,1,5,0,0,0
2228,2131,84,12,58,11,10,0,0,4
2229,2255,40,6,9,5,5,0,0,0
2230,1741,32,39,9,5,8,0,0,6
2231,15827,268,27,202,8,5,0,0,5
2232,784,6,7,8,4,3,0,0,0
2233,46621,267,731,462,45,14,0,0,122
2234,2744,82,53,92,22,15,0,0,5
2235,705,6,3,9,3,4,0,0,0
2236,772,2,3,5,1,3,0,0,1
2237,1097,16,16,8,2,6,0,0,0
2238,973,25,5,0,5,2,0,0,0
2240,168,27,9,9,1,9,0,0,2
2241,589,1,3,7,1,6,0,0,0
2242,610,28,9,7,2,1,0,0,0
2243,2446,80,7,14,2,6,0,0,0
2244,3199,119,27,2,2,6,0,0,1
2245,1925,38,11,2,2,4,0,0,0
2246,14429,128,27,112,10,8,0,0,1
2247,774,27,7,5,2,9,0,0,0
2248,-1,25,12,12,1,5,0,0,2
2249,2626,51,16,22,2,5,0,0,3
2251,-1,472,12,4,1,5,0,0,0
2253,-1,88,26,15,0,7,0,0,0
2255,6391,218,27,37,5,3,0,0,1
2257,2986,103,10,12,1,7,0,0,1
2258,4064,178,24,220,19,17,0,0,16
2259,177,34,13,23,1,3,0,0,0
2260,-1,113,45,40,0,6,0,0,0
2261,27454,1065,24,83,24,12,0,0,6
2263,45024,2723,369,703,111,59,0,752,14
2266,2058,184,15,9,4,6,0,0,0
2267,1031,59,5,5,1,3,0,0,0
2268,14018,302,21,18,2,6,0,0,2
2269,31059,662,78,318,29,8,0,320,4
2270,2805,28,5,9,7,1,0,0,0
2271,669,9,5,4,2,2,0,0,0
2272,1217,16,4,1,6,4,0,0,0
2273,128,18,3,3,3,5,0,0,0
2274,1795,90,2,8,2,12,0,0,0
2275,1225,83,6,3,3,3,0,0,0
2277,2536,68,17,102,17,10,0,0,11
2278,6705,83,25,95,10,6,0,0,2
2279,1774,9,4,7,2,3,0,0,0
2280,2546,77,15,16,5,5,0,0,0
2281,518,2,3,5,2,4,0,0,0
2282,6878,26,24,8,4,5,0,0,1
2283,-1,295,92,58,9,5,0,0,1
2284,810,22,3,1,2,3,0,0,1
2285,8507,399,75,177,6,12,0,0,3
2287,1565,59,5,8,2,3,0,0,0
2288,23554,3493,31,88,16,3,0,0,0
2290,38575,3423,66,109,94,4,0,0,1
2292,671,7,6,5,3,3,0,0,0
2293,1358,31,11,14,2,5,0,0,1
2294,7712,186,13,69,5,6,0,0,3
2295,35636,316,61,353,17,8,0,0,1
2296,1166,48,4,5,2,4,0,0,0
2297,969,89,3,6,2,5,0,0,0
2300,15121,834,62,158,8,6,0,0,2
2301,3050,46,17,23,5,4,0,0,0
2302,7147,100,28,80,11,8,0,0,2
2303,52698,981,140,1542,65,9,0,209,7
2305,2516,33,9,11,4,2,0,0,1
2306,144,37,8,6,3,3,0,0,1
2307,975,33,16,40,3,8,0,0,6
2308,1021,12,4,6,2,2,0,0,0
2309,566,4,4,6,2,3,0,0,0
2310,486,5,5,4,2,4,0,0,0
2312,5821,89,30,93,16,6,0,0,0
2313,203850,17528,3018,8442,874,223,0,424,461
2314,912,5,2,4,2,3,0,0,0
2315,1623,67,5,16,4,4,0,0,2
2317,5005,195,22,99,7,10,0,0,6
2318,14541,512,50,716,38,40,0,0,28
2319,15463,314,72,582,31,13,0,0,5
2320,44312,2386,105,27,12,4,0,0,0
2321,5554,157,9,50,8,10,0,0,1
2327,3146,71,11,44,10,11,0,0,4
2328,229,404,9,8,2,2,0,0,0
2329,9971,1079,28,33,1,5,0,0,1
2330,834,28,2,9,1,4,0,0,1
2331,-1,263,50,50,0,3,0,0,0
2332,1281979,93074,3113,9639,2252,1281,0,306,23
2333,153476,2705,2488,2100,508,155,0,0,441
2334,1049,23,8,7,2,4,0,0,0
2335,791,101,4,20,3,4,0,0,0
2336,994,12,10,41,8,5,0,0,3
2337,9773,15,6,6,40,7,0,0,0
2340,1162,5,3,148,2,3,0,0,0
2342,1448,41,4,3,3,4,0,0,0
2344,1307,300,15,2,2,7,0,0,0
2345,3590,859,245,931,60,21,0,0,16
2346,1381,135,10,10,1,6,0,0,0
2348,62783,1036,152,635,75,34,0,269,5
2349,1775,72,6,8,4,5,0,0,0
2350,8487,357,25,136,9,7,0,0,0
2351,1082,88,3,6,1,6,0,0,0
2353,974,178,4,12,3,3,0,0,0
2359,-1,13,4,3,0,4,0,0,0
2363,5075,110,17,18,7,10,0,0,0
2368,1509,11,3,2,3,3,0,0,0
2373,2085,2218,52,574,17,7,0,0,2
2380,5850,41,8,27,9,16,0,0,2
2381,8425,574,11,8,3,6,0,0,0
2382,2605,74,8,5,2,0,0,0,0
2383,2872,61,8,79,8,6,0,0,1
2384,19928,206,82,670,31,17,0,0,51
2386,35461,304,177,1806,103,78,0,343,101
2388,3019,79,16,17,2,4,0,0,0
2389,793,7,1,9,9,3,0,0,0
2393,6598,233,36,35,4,3,0,0,0
2395,4344,199,18,71,10,5,0,0,0
2396,1216,73,4,16,5,5,0,0,0
2397,339,15,10,24,6,6,0,0,1
2398,8158,297,31,63,2,0,0,0,1
2399,8951,129,14,16,4,4,0,0,0
2400,3625,72,22,67,3,3,0,0,0
2402,3376,97,12,12,2,4,0,0,1
2403,2014,63,17,28,3,3,0,0,0
2405,7222,48,15,21,1,9,0,0,0
2406,845,17,6,3,1,6,0,0,1
2408,1429,74,18,35,4,5,0,0,2
2409,1387,24,6,18,3,5,0,0,0
2410,3048,690,8,23,2,3,0,0,0
2411,1219,3,10,3,1,4,0,0,0
2412,39,105,14,3,2,5,0,0,0
2415,2245,15,16,19,5,3,0,0,0
2416,14840,183,51,85,5,5,0,0,0
2417,2445,115,8,5,1,4,0,0,0
2418,2931,65,8,11,4,8,0,0,0
2419,1205,39,8,1,1,5,0,0,0
2421,789,4,6,1,1,2,0,0,0
2422,1044,6,1,3,2,3,0,0,0
2423,1150,18,6,2,1,3,0,0,0
2425,8516,210,10,86,8,3,0,0,0
2426,2227,55,18,6,5,3,0,0,1
2429,26984,239,44,523,54,77,0,0,14
2431,348,195,24,21,4,5,0,0,1
2432,2774,94,27,22,3,3,0,0,1
2434,1398,35,2,3,1,3,0,0,0
2435,1779,58,9,25,5,5,0,0,1
2437,484,2,2,3,1,1,0,0,0
2438,1417,12,4,7,2,7,0,0,0
2439,-1,5020,580,2357,64,35,0,351,15
2440,2330,20,4,11,4,4,0,0,0
2442,646,57,4,6,2,3,0,0,0
2444,3409,148,20,39,3,5,0,0,1
2446,4562,298,56,46,5,6,0,0,3
2447,-1,33,2,19,1,8,0,0,0
2448,-1,45,2,5,0,5,0,0,0
2449,967,51,3,20,3,6,0,0,1
2450,12640,1043,106,29,4,5,0,0,1
2451,2442,134,19,11,2,3,0,0,2
2452,2475,369,5,15,6,7,0,0,0
2456,2365,223,11,51,4,2,0,0,0
2457,1680,124,14,21,1,5,0,0,1
2458,925,38,4,10,4,4,0,0,0
2461,-1,47,8,29,0,6,0,0,0
2462,556,1,4,1,1,4,0,0,0
2466,4169,82,15,61,1,4,0,0,1
2468,4730,1497,228,109,14,8,0,0,4
2469,3416,78,22,127,18,16,0,0,7
2470,7402,257,66,250,28,8,0,0,0
2471,893,12,8,0,1,3,0,0,0
2472,24446,529,136,550,34,12,0,0,2
2474,3421,89,13,5,3,4,0,0,0
2475,4655,136,27,23,2,7,0,0,1
2476,770,15,4,3,1,1,0,0,0
2477,6242,266,33,111,15,8,0,0,3
2479,129581,8130,1179,3688,261,67,0,138,11
2480,1824,236,44,34,4,1,0,0,1
2481,982,36,16,2,1,6,0,0,0
2483,160235,143,94,669,19,17,0,574,2
2487,1478,15,4,4,2,5,0,0,0
2488,695,6,3,4,1,2,0,0,0
2489,55705,2206,169,535,65,17,0,0,1
2494,1862,51,19,3,1,3,0,0,0
2495,903,114,11,7,1,5,0,0,0
2496,10349,597,47,60,9,9,0,0,0
2497,1753,30,7,10,3,7,0,0,1
2499,9632,646,25,37,5,2,0,0,0
2501,8022,597,35,39,3,6,0,0,0
2502,2573,48,26,47,7,1,0,0,16
2507,1995,120,13,7,2,6,0,0,0
2510,632,164,16,48,3,5,0,0,0
2513,860,104,5,4,2,6,0,0,1
2515,783,64,10,1,3,5,0,0,2
2516,5500,159,54,151,36,7,0,0,1
2517,24363,5470,99,327,17,5,0,0,1
2518,1942,240,9,36,4,7,0,0,3
2520,8310,147,27,34,7,7,0,0,0
2522,1506,6,5,7,2,0,0,0,0
2523,580,312,15,19,3,3,0,0,0
2524,30015,889,330,746,113,5,0,0,0
2525,28893,1170,113,942,62,25,0,375,4
2526,3208,233,40,149,19,11,0,0,23
2527,8659,343,27,64,3,3,0,0,1
2529,70861,3103,561,1508,179,80,0,0,12
2530,6185,97,16,31,5,7,0,0,0
2531,1187,86,16,7,2,2,0,0,0
2534,684,17,5,4,2,1,0,0,0
2536,2319,8,0,3,2,5,0,0,0
2538,47313,4550,221,2065,129,77,0,355,22
2539,5887,214,19,4,77,3,0,0,0
2541,2343,110,34,44,15,4,0,0,4
2542,2393,23,7,1,38,2,0,0,0
2543,41941,53,6,17,465,3,0,0,0
2544,1821,19,11,8,8,6,0,0,0
2545,1624,86,16,2,8,4,0,0,0
2546,22307,564,112,431,262,17,0,0,7
2548,-1,11,8,2,0,6,0,0,0
2551,8798,28,26,45,1,4,0,0,0
2552,6263,108,35,135,27,16,0,0,3
2553,2572,39,14,17,3,1,0,0,0
2554,1603,77,11,2,2,2,0,0,0
2556,23297,482,106,161,22,11,0,0,0
2557,277032,7974,4106,11291,721,773,0,492,385
2560,1489,314,5,4,4,2,0,0,0
2563,-1,107,35,22,1,3,0,0,0
2564,4468,85,24,52,13,3,0,0,1
2565,1643,152,9,2,2,5,0,0,0
2568,2560,105,12,17,2,4,0,0,0
2569,2488,66,8,7,10,0,0,0,0
2570,1221,41,5,34,2,6,0,0,0
2572,9798,60,6,84,636,3,0,0,3
2574,7746,97,122,8,3,6,0,619,0
2577,3493,110,19,4,3,6,0,0,0
2579,676,5,5,4,5,3,0,0,0
2581,7768,142,41,30,82,3,0,0,1
2588,-1,19,7,13,77,5,0,0,0
2593,4072,0,24,12,9,3,0,0,0
2594,1228,43,11,5,2,4,0,0,0
2595,25994,801,30,95,162,15,0,0,20
2599,532,4,5,1,3,4,0,0,0
2600,4524,86,7,7,92,2,0,0,1
2601,47860,941,91,357,439,191,0,0,46
2602,3569,328,17,74,18,7,0,0,1
2604,3367,121,10,4,2,3,0,0,0
2605,9711,409,42,145,32,6,0,0,1
2606,3548,360,29,99,6,9,0,0,12
2607,739,26,3,11,3,3,0,0,1
2608,1465,137,8,16,4,3,0,0,1
2610,2264,69,10,1,26,1,0,0,0
2611,1915,243,17,2,3,4,0,0,0
2612,28788,2034,78,429,14,13,0,0,9
2613,4037,310,10,16,4,2,0,0,0
2616,160814,11461,222,1053,50,18,0,24,11
2617,114569,2460,42,99,90,17,0,0,1
2621,585,7,6,1,5,3,0,0,0
2623,-1,241,28,12,4,9,0,0,3
2624,103397,1962,221,1829,207,33,0,0,4
2625,6605,26,16,51,187,3,0,0,0
2626,926,35,5,3,3,7,0,0,0
2627,16794,724,25,384,105,8,0,0,2
2629,5181,0,35,19,4,4,0,0,0
2630,7690,297,16,126,15,14,0,0,3
2632,45694,2425,185,565,129,5,0,865,2
2634,4926,125,20,67,14,10,0,0,0
2636,1145,33,8,10,3,4,0,0,1
2637,4599,36,15,55,8,14,0,0,3
2640,2774,102,13,4,2,5,0,0,1
2641,-1,156,29,150,4,8,0,0,1
2642,5235,22,7,443,13,10,0,0,2
2644,59149,600,107,1876,161,54,0,58,51
2645,8263,817,20,28,19,4,0,0,3
2648,126725,30128,275,1699,106,22,0,40,1
2649,2505,120,29,98,37,8,0,0,10
2651,1186,140,9,17,2,5,0,0,0
2653,20572,31,42,286,11,4,0,0,0
2654,3060,14,5,5,19,2,0,0,0
2655,1227,39,7,8,5,3,0,0,0
2656,1378,6,6,3,3,5,0,0,0
2658,95043,544,89,1591,53,11,0,896,4
2659,2071,16,5,3,1,4,0,0,0
2660,17825,3,1,14,98,6,0,0,0
2661,14664,561,101,96,132,2,0,0,0
2664,96406,1566,318,1471,43,49,0,297,33
2666,7453,67,23,42,4,5,0,0,0
2669,34996,3194,206,975,36,9,0,0,2
2670,2767,280,20,15,3,2,0,0,1
2671,1203,5,5,15,8,3,0,0,0
2674,2270,36,12,3,5,2,0,0,0
2676,5170,23,19,73,28,5,0,0,0
2680,9019,274,16,42,68,3,0,0,0
2683,4194,213,27,78,14,7,0,0,2
2684,3978,43,16,15,7,2,0,0,0
2685,13107,619,101,241,13,11,0,0,4
2686,1007,27,4,9,2,3,0,0,0
2687,5366,31,8,44,38,2,0,0,0
2688,8464,51,14,42,124,5,0,0,0
2689,1539,9,5,3,3,6,0,0,0
2690,1114,35,7,21,7,3,0,0,0
2691,5016,271,10,6,3,2,0,0,0
2693,956,58,9,2,2,3,0,0,0
2694,4618,294,10,27,4,2,0,0,2
2695,1370,16,6,4,8,5,0,0,0
2696,3123,55,17,28,7,3,0,0,1
2697,-1,210,28,7,2,5,0,0,1
2699,2037,20,8,22,3,5,0,0,0
2700,4669,226,29,18,3,4,0,0,0
2701,3943,40,9,38,12,23,0,0,0
2702,3944,101,23,118,3,7,0,0,2
2703,2607,71,5,12,6,5,0,0,0
2704,4550,414,17,6,4,2,0,0,0
2705,66042,3223,171,428,52,23,0,113,7
2706,2241,22,9,11,2,6,0,0,0
2707,67946,7354,134,189,36,8,0,73,3
2708,1997,30,5,5,16,1,0,0,0
2709,6735,355,19,38,5,9,0,0,0
2711,2065,13,13,25,17,4,0,0,0
2712,1266,3,3,4,9,2,0,0,0
2713,1192,52,10,4,2,1,0,0,1
2715,20650,264,49,108,9,12,0,0,9
2716,1604,117,7,3,2,5,0,0,0
2717,1755,8,7,21,12,6,0,0,0
2718,5150,107,25,42,49,3,0,0,0
2719,12148,284,87,252,50,8,0,0,4
2720,8789,204,33,114,99,4,0,0,3
2721,5287,120,20,49,27,7,0,0,0
2722,20334,131,15,91,341,11,0,0,0
2723,3966,88,25,17,2,4,0,0,2
2725,90260,74,9,140,1493,10,0,0,0
2727,3018,58,13,2,3,3,0,0,1
2728,37361,601,171,533,50,109,0,0,18
2729,192356,4482,222,1890,182,19,0,421,3
2731,7736,143,21,37,8,4,0,0,0
2733,2427,91,6,5,11,4,0,0,0
2740,19126,236,38,84,313,14,0,0,0
2741,14378,193,31,14,83,6,0,0,0
2742,41789,16,4,34,380,4,0,0,1
2743,21614,120,11,54,578,4,0,0,0
2744,5937,37,11,4,25,3,0,0,0
2745,7822,142,20,11,40,6,0,0,1
2747,18482,93,27,63,304,36,0,0,2
2748,41973,5601,94,775,63,18,0,442,3
2749,7224,363,27,83,5,17,0,0,0
2750,604,81,2,4,0,1,0,0,0
2751,875,93,16,0,2,1,0,0,0
2752,644,11,1,0,2,3,0,0,0
2753,3045,73,4,11,2,5,0,0,0
2756,1185,29,4,4,2,2,0,0,0
2757,3589,130,11,12,3,6,0,0,0
2760,19747,88,7,89,416,5,0,0,0
2761,35684,76,8,46,466,5,0,0,0
2762,10456,10,19,39,348,4,0,0,2
2765,2917,21,6,19,26,2,0,0,1
2767,59472,5449,94,1253,110,41,0,124,28
2770,1954,108,14,12,3,4,0,0,0
2771,5242,24,6,22,72,1,0,0,0
2774,6642,6,8,16,21,3,0,0,0
2775,532,12,6,7,1,3,0,0,0
2777,482,4,4,6,1,7,0,0,1
2778,629,5,2,2,1,1,0,0,1
2779,12730,140,26,65,4,2,0,0,4
2780,3333,192,3,4,2,3,0,0,0
2781,1642,82,8,13,18,5,0,0,2
2782,522,21,6,7,4,2,0,0,0
2783,6698,29,9,66,21,6,0,0,1
2784,962,12,3,10,2,2,0,0,0
2786,-1,82,24,19,1,3,0,0,0
2787,1070,54,3,31,3,7,0,0,3
2788,9616,102,51,353,15,7,0,0,7
2791,3494,78,15,13,11,7,0,0,0
2792,2199,36,10,13,4,3,0,0,0
2794,3193,40,2,14,52,6,0,0,1
2795,7644,457,17,67,27,7,0,0,0
2797,2824,213,25,22,1,5,0,0,0
2798,914,31,8,2,0,2,0,0,0
2799,7912,360,60,257,24,9,0,0,8
2801,1757,26,7,5,1,6,0,0,0
2802,4215,223,51,108,14,6,0,0,0
2803,3492,185,18,18,1,7,0,0,0
2804,1753,19,14,12,8,1,0,0,0
2805,2083,22,22,23,3,4,0,0,0
2806,1366,12,6,14,1,5,0,0,0
2807,2048,154,21,28,3,5,0,0,0
2808,637,9,4,5,1,2,0,0,0
2810,56065,4202,367,1242,148,12,0,261,3
2813,28607,585,48,1224,40,27,0,0,8
2816,651,2,4,5,2,5,0,0,0
2817,1310,68,12,27,12,9,0,0,0
2819,912,5,18,10,5,1,0,0,2
2820,2041,39,6,14,3,4,0,0,0
2822,2008,31,10,5,1,8,0,0,0
2823,799,4,3,1,1,6,0,0,0
2826,17164,516,13,20,33,6,0,0,2
2828,2808,27,19,30,3,2,0,0,0
2829,2285,103,8,22,1,2,0,0,0
2831,899,33,14,7,2,3,0,0,0
2832,956,117,9,7,3,4,0,0,0
2833,4070,149,12,64,2,5,0,0,0
2834,4145,42,4,14,4,3,0,0,0
2835,1791,17,6,20,2,7,0,0,0
2836,1867,16,14,28,2,3,0,0,0
2837,2293,455,12,45,2,3,0,0,0
2838,5666,291,31,139,8,8,0,0,0
2839,8322,320,63,206,11,4,0,0,0
2841,1080,22,5,3,2,9,0,0,0
2842,1339,48,2,9,1,5,0,0,0
2843,6557,106,31,82,75,13,0,0,5
2844,4780,194,18,51,112,2,0,0,0
2846,2286,126,35,21,8,3,0,0,0
2848,377834,7615,519,7423,258,38,0,363,26
2849,2916,98,26,41,5,3,0,0,0
2850,3233,122,41,47,9,8,0,0,2
2852,7192,890,88,45,4,1,0,0,0
2853,1431,19,6,15,1,6,0,0,0
2854,1914,42,18,5,1,1,0,0,0
2855,1126,19,5,2,1,0,0,0,0
2857,2663,96,9,15,1,4,0,0,0
2858,5993,99,40,136,12,6,0,0,0
2859,4210,53,9,18,1,8,0,0,0
2860,9616,2993,26,221,13,19,0,0,1
2861,8395,707,27,121,5,6,0,0,4
2862,1775,39,9,2,2,1,0,0,0
2864,7252,238,43,251,8,7,0,0,1
2867,1054,29,6,3,1,3,0,0,0
2868,2442,129,6,6,2,7,0,0,0
2869,3160,280,26,3,2,5,0,0,0
2870,4723,115,32,13,1,5,0,0,0
2871,765,59,10,4,2,3,0,0,0
2872,3674,16,10,17,2,5,0,0,0
2873,1903,124,2,4,1,10,0,0,0
2876,4188,189,11,35,8,5,0,0,0
2877,802,7,5,7,1,1,0,0,0
2878,5307,253,38,71,6,4,0,661,0
2879,-1,2353,326,497,33,13,0,130,2
2880,3950,52,15,8,1,4,0,0,0
2881,-1,600,198,672,111,59,0,0,13
2882,3987,626,22,12,5,4,0,0,0
2883,1138,9,5,4,1,1,0,0,0
2885,1261,123,9,1,2,2,0,0,0
2886,1417,10,3,10,1,5,0,0,0
2887,7877,652,21,52,4,6,0,0,1
2888,733,8,5,4,1,2,0,0,0
2889,755,6,6,7,1,4,0,0,2
2891,7907,58,7,46,5,4,0,0,0
2894,8710,14,2,35,105,6,0,0,1
2895,470,7,4,2,1,6,0,0,0
2896,1013,5,7,6,1,6,0,0,0
2897,614,8,6,8,1,5,0,0,0
2899,667,12,9,22,0,1,0,0,2
2900,668,3,7,2,10,2,0,0,0
2902,4606,444,30,40,7,5,0,0,0
2908,4981,316,45,55,1,0,0,0,1
2909,4835,116,10,39,5,11,0,0,0
2910,21841,213,54,175,48,1,0,350,0
2912,1933,9,12,8,1,2,0,0,0
2913,679,19,14,1,2,2,0,0,0
2918,1584,27,13,15,3,6,0,0,0
2919,65221,1543,46,750,38,15,0,0,5
2921,64777,1258,58,704,29,48,0,0,3
2922,979,4,2,1,4,4,0,0,0
2923,2223,108,10,6,16,3,0,0,0
2924,1752,57,13,29,5,4,0,0,0
2925,3421,24,13,41,61,9,0,0,0
2926,783,12,12,3,2,6,0,0,0
2927,1977,53,9,7,28,2,0,0,0
2928,978,50,4,2,2,4,0,0,0
2929,3627,237,33,51,1,4,0,0,0
2933,2768,45,24,17,5,8,0,0,1
2935,1526,15,1,2,2,2,0,0,0
2936,1340,27,12,27,3,2,0,0,3
2937,5783,171,28,226,18,13,0,0,10
2938,4573,69,46,135,14,19,0,0,14
2939,874,7,1,5,1,3,0,0,0
2940,847,12,5,10,3,1,0,0,0
2941,1273,41,5,19,8,1,0,0,0
2942,7640,321,51,259,23,13,0,0,2
2944,425,66,3,2,1,12,0,0,1
2945,5159,261,33,12,4,2,0,0,0
2946,440,26,6,1,1,5,0,0,0
2947,906,71,7,5,1,5,0,0,0
2948,2840,13,4,33,2,1,0,0,0
2949,1195,10,9,4,1,1,0,0,0
2950,156691,5426,135,2818,207,84,0,813,51
2951,2550,28,6,17,2,5,0,0,0
2952,2399,20,6,37,4,4,0,0,0
2953,2446,48,8,26,4,5,0,0,0
2957,1847,25,16,6,1,2,0,0,0
2958,12584,90,80,276,22,7,0,541,1
2959,3495,87,7,4,33,3,0,0,0
2960,5217,135,35,30,150,5,0,0,0
2961,3401,67,8,10,3,5,0,0,0
2963,13544,994,12,27,8,2,0,0,1
2964,1333,24,2,3,2,6,0,0,0
2965,-1,101,24,33,2,3,0,0,0
2966,43307,992,235,1267,143,61,0,665,13
2967,16067,464,84,257,297,3,0,0,0
2969,537,10,4,14,1,3,0,0,1
2970,840,13,26,4,1,8,0,0,0
2972,1840,88,19,27,1,4,0,0,0
2975,407,2,0,1,1,3,0,0,0
2976,721,8,4,7,2,5,0,0,1
2977,10094,334,155,31,5,6,0,0,2
2978,16418,436,54,217,22,5,0,0,1
2979,3955,54,7,5,1,4,0,0,0
2980,3548,32,3,28,1,7,0,0,0
2983,1288,24,6,11,3,5,0,0,0
2990,3750,164,24,20,4,3,0,0,1
2991,154767,4929,819,3373,189,60,0,197,34
2992,3839,210,17,21,2,6,0,0,0
2994,7768,1782,116,236,23,10,0,0,13
2995,391526,704,1456,2431,158,57,0,461,14
2997,-1,0,8,24,0,3,0,0,0
2998,17560,1445,271,241,6,5,0,0,1
2999,3834,456,16,16,1,5,0,0,1
3000,6129,72,65,49,3,3,0,0,2
3003,3566,26,23,6,1,4,0,0,0
3004,772,51,5,2,0,1,0,0,0
3012,4818,262,19,11,2,0,0,0,0
3013,3247,41,3,3,0,6,0,0,0
3016,3410,162,26,13,1,6,0,0,0
3017,1138,56,54,3,0,5,0,0,0
3018,2612,234,43,14,0,6,0,0,0
3019,22480,200,136,422,36,9,0,0,3
3021,1714,70,19,10,0,0,0,0,0
3022,36224,1303,46,75,116,11,0,0,16
3023,2369,11,3,2,10,3,0,0,0
3024,4273,29,7,57,4,3,0,0,0
3025,3380,61,29,119,8,6,0,0,17
3026,650,11,1,3,1,1,0,0,0
3027,-1,25,20,13,2,3,0,0,0
3030,2248,244,32,16,2,3,0,0,0
3031,764,3,2,1,0,7,0,0,0
3033,2844,22,15,28,0,4,0,0,5
3034,4868,28,16,121,5,12,0,0,0
3035,797,16,5,2,3,3,0,0,0
3037,1924,85,3,5,0,6,0,0,0
3039,699,10,8,22,0,4,0,0,1
3041,1163,13,4,7,4,3,0,0,0
3042,-1,78,19,70,267,12,0,0,0
3043,3632,335,20,3,0,7,0,0,0
3044,996,4,1,4,1,5,0,0,0
3045,6328,139,59,410,41,23,0,0,13
3046,915,17,1,1,0,2,0,0,0
3047,4960,51,40,96,14,7,0,0,4
3048,5779,188,11,43,4,2,0,0,0
3049,14119,427,16,356,67,37,0,275,7
3050,8040,2,37,52,1,4,0,0,0
3051,25017,1020,10,352,5,5,0,0,0
3052,3161,95,13,91,6,6,0,0,1
3053,1600,14,10,41,2,3,0,0,5
3054,26188,459,43,371,49,21,0,526,3
3055,5762,54,16,34,5,9,0,0,4
3056,781,1,6,8,1,4,0,0,1
3057,17174,237,118,917,79,30,0,610,17
3058,5855,125,35,174,9,14,0,0,5
3059,4821,252,32,181,18,12,0,0,7
3060,4605,72,12,6,0,10,0,0,0
3062,834,12,5,12,1,6,0,0,1
3063,3974,232,14,54,3,7,0,0,0
3064,15620,373,92,479,52,19,0,0,23
3065,4715,151,19,47,0,2,0,0,0
3066,6486,133,92,438,68,28,0,0,31
3067,11857,198,114,764,86,33,0,0,49
3068,8906,17,7,56,288,3,0,0,3
3069,1539,106,11,19,2,3,0,0,1
3070,2558,594,25,2,0,8,0,0,0
3071,7200,53,6,32,202,4,0,0,0
3072,1611,3,4,12,13,4,0,0,1
3073,2406,22,3,9,0,3,0,0,0
3074,-1,4071,922,5884,436,1135,0,578,73
3075,7343,344,46,132,3,10,0,0,0
3076,1651,51,11,77,12,14,0,0,3
3077,14751,196,61,514,30,43,0,0,9
3078,1122,13,10,2,2,2,0,0,0
3079,1817,41,10,15,0,4,0,0,0
3082,-1,2,4,24,0,4,0,0,1
3083,31287,241,400,1552,431,170,0,0,383
3084,5706,9,4,6,49,2,0,0,1
3085,68668,2937,641,3651,795,75,0,275,53
3086,2441,113,20,72,5,9,0,0,3
3087,3779,90,30,57,2,2,0,0,0
3088,637,2,6,8,1,6,0,0,1
3089,4815,87,18,41,0,5,0,0,0
3090,3377,69,10,35,1,12,0,0,0
3093,86780,1490,246,2198,130,1111,0,0,189
3094,23480,3775,118,208,9,8,0,0,4
3095,27317,763,83,841,76,83,0,584,10
3096,5893,29,13,19,0,5,0,0,0
3097,5153,10,3,4,42,7,0,0,0
3099,8790,284,44,91,9,13,0,0,2
3100,15054,102,30,117,130,7,0,0,0
3101,17351,169,47,87,235,6,0,0,0
3103,1652,133,16,4,0,4,0,0,0
3104,5683,69,37,94,16,8,0,0,2
3106,51730,357,25,116,235,2,0,0,4
3110,2166,27,12,10,1,6,0,0,0
3111,854,17,5,4,4,4,0,0,0
3112,509,9,6,5,0,2,0,0,0
3113,2531,16,28,134,20,14,0,0,11
3115,5275,6,13,21,37,3,0,0,3
3116,31303,36,12,29,63,2,0,0,0
3119,7221,69,5,10,114,3,0,0,0
3120,67165,18,15,59,221,3,0,0,1
3121,4875,149,25,162,1,4,0,0,1
3122,24128,575,53,1002,46,25,0,0,47
3123,20279,1241,67,352,17,50,0,0,1
3125,2138,16,8,4,0,8,0,0,0
3126,25883,87,34,81,26,4,0,0,1
3127,918,13,5,3,1,8,0,0,0
3129,2588,85,9,6,1,4,0,0,0
3130,14573,655,60,388,46,26,0,0,10
3131,1146,48,5,6,1,3,0,0,0
3133,1892,50,14,9,3,4,0,0,1
3134,-1,55,12,19,1,7,0,0,0
3136,1228,40,4,7,2,10,0,0,0
3137,1339,18,3,3,0,9,0,0,0
3140,1655,27,10,3,1,3,0,0,0
3143,1236,79,17,3,1,1,0,0,0
3144,2817,206,16,3,0,2,0,0,0
3145,5389,335,6,6,11,3,0,0,0
3147,-1,26,21,15,1,7,0,0,0
3148,1750,30,8,21,1,3,0,0,0
3150,878,1,1,1,1,1,0,0,0
3151,11890,1452,35,40,49,6,0,0,1
3152,2934,103,18,227,13,36,0,0,8
3153,-1,759,207,367,38,13,0,0,6
3155,4872,140,23,20,2,9,0,434,0
3157,7040,210,28,25,3,3,0,0,0
3159,3047,23,7,35,0,7,0,0,0
3162,-1,133,35,65,5,7,0,0,3
3163,19736,1079,38,168,6,7,0,214,1
3164,1787,13,4,1,0,7,0,0,0
3166,2552,28,5,5,0,4,0,0,0
