aid,view,danmaku,reply,favorite,coin,share,now_rank,his_rank,like
4166,2725,481,7,9,2,4,0,0,1
4167,2493,22,7,19,2,5,0,0,0
4168,618,9,3,2,0,1,0,0,0
4169,1511,17,8,13,1,6,0,0,0
4172,11282,421,66,363,21,3,0,0,6
4173,1183,90,21,16,1,4,0,0,0
4175,41835,3181,163,821,97,80,0,0,14
4176,14037,352,51,30,3,5,0,0,1
4177,69189,3707,350,4823,548,159,0,0,152
4180,1405,92,9,2,0,7,0,0,0
4183,483,9,14,1,0,2,0,0,0
4184,7257,315,17,49,3,12,0,0,0
4185,642,3,4,4,0,2,0,0,0
4186,834,5,9,12,1,7,0,0,0
4187,1052,60,10,2,0,4,0,0,0
4188,1480,56,15,18,2,6,0,0,0
4190,5834,931,28,41,6,6,0,0,0
4191,4433,222,49,9,0,8,0,0,1
4192,3685,430,24,6,0,0,0,0,0
4193,45265,272,379,867,18,2,0,0,1
4194,2293,151,19,2,0,4,0,0,0
4195,14255,767,111,44,2,13,0,747,0
4196,6047,202,44,115,4,3,0,0,0
4197,1591,77,10,7,2,5,0,0,0
4199,1743,30,18,5,0,4,0,0,1
4200,11383,944,23,97,5,3,0,0,1
4201,2137,544,20,6,0,1,0,0,0
4202,2661,595,31,9,0,5,0,0,0
4203,1711,171,20,3,1,4,0,0,0
4204,2233,56,12,2,0,5,0,0,0
4209,2770,44,7,13,0,7,0,0,0
4210,498,5,1,1,0,2,0,0,0
4211,1049,6,5,4,0,3,0,0,0
4213,999,12,8,5,0,2,0,0,0
4215,1033,20,8,6,1,2,0,0,0
4216,2121,230,23,40,1,7,0,0,3
4217,460,9,2,4,0,4,0,0,1
4218,1754,37,17,47,4,6,0,0,3
4221,550,2,10,4,0,7,0,0,0
4223,1453,89,22,3,0,2,0,0,0
4224,4060,222,49,26,9,10,0,0,0
4226,39612,1314,200,502,52,48,0,0,8
4227,7583,130,28,155,13,8,0,0,15
4228,4479,187,35,33,3,7,0,0,0
4229,1049,51,4,3,0,5,0,0,0
4230,1685,231,27,10,1,2,0,0,0
4234,438,4,6,3,1,2,0,0,1
4236,1864,34,15,22,5,1,0,0,1
4237,3547,261,23,23,3,4,0,0,0
4238,952,18,7,2,0,5,0,0,0
4239,24849,787,146,582,102,19,0,451,12
4240,10777,938,36,150,6,1,0,0,2
4241,37856,491,40,72,5,14,0,0,1
4242,2692,47,4,14,0,6,0,0,0
4244,110887,5279,662,691,47,268,0,0,36
4246,1472,97,8,8,2,9,0,0,0
4248,4807,108,28,31,2,5,0,0,0
4250,1323,29,10,2,1,1,0,0,0
4251,1618,44,13,33,7,6,0,0,0
4252,315,5,4,2,0,2,0,0,0
4253,460,4,3,1,0,4,0,0,0
4255,471,8,6,4,0,1,0,0,0
4256,1773,90,12,10,0,4,0,0,1
4258,1561,85,24,10,2,1,0,0,0
4259,1757,75,23,15,4,4,0,0,0
4260,8625,379,34,65,6,7,0,0,1
4261,3072,100,12,15,1,5,0,0,0
4262,4340,27,24,157,13,12,0,0,5
4263,6146,83,46,146,7,7,0,0,4
4264,639,4,7,0,0,3,0,0,2
4265,468,10,3,2,0,7,0,0,2
4268,4200,90,23,41,3,4,0,0,1
4269,-1,186,29,249,12,12,0,0,1
4270,426,6,6,2,0,4,0,0,0
4271,1050,4,5,3,1,3,0,0,0
4272,2202,137,5,6,1,4,0,0,0
4273,-1,29,8,3,0,3,0,0,0
4275,3648,159,11,64,1,3,0,0,0
4276,921,10,8,7,0,5,0,0,0
4277,1127,23,5,5,1,6,0,0,0
4279,8350,220,31,272,32,29,0,0,10
4281,2282,63,18,10,0,4,0,0,0
4284,2066,156,12,7,2,6,0,0,0
4287,8019,289,40,59,2,5,0,0,0
4288,3775,182,28,44,8,5,0,0,0
4289,385,10,2,2,0,5,0,0,0
4292,815,20,13,9,1,4,0,0,0
4293,20123,216,60,305,21,23,0,0,4
4294,512,25,7,13,0,2,0,0,2
4295,837,22,13,2,0,5,0,0,0
4296,670,7,21,2,2,3,0,0,0
4297,1608,57,6,61,5,4,0,0,3
4298,10573,296,164,478,36,19,0,0,9
4299,16344,240,9,1,0,1,0,0,0
4300,100849,4556,739,2561,165,41,0,719,19
4301,13239,488,144,46,4,6,0,0,8
4303,10022,72,28,10,3,6,0,0,1
4304,589,55,7,16,2,5,0,0,6
4305,1147,21,14,14,0,3,0,0,0
4306,639,14,3,3,0,6,0,0,0
4308,49580,576,93,1197,157,28,0,411,2
4311,4494,325,39,45,4,11,0,0,1
4312,1062,6,4,3,0,12,0,0,0
4314,2476,32,16,7,0,4,0,0,0
4315,11511,615,57,90,9,20,0,594,1
4316,1214,29,2,11,0,8,0,0,0
4317,111654,3606,83,66,68,6,0,0,0
4318,1494,18,7,6,0,6,0,0,0
4320,12573,1094,40,105,7,1,0,0,1
4321,5176,120,53,12,2,7,0,0,2
4322,1464,12,8,2,0,3,0,0,0
4323,24300,470,18,59,8,5,0,0,1
4325,1663,92,28,6,0,2,0,0,0
4344,9496,710,105,14,2,9,0,0,0
4345,4720,282,61,17,2,0,0,0,4
4346,3740,118,27,142,10,11,0,0,5
4349,4235,52,22,40,1,7,0,0,0
4350,3750,363,49,32,2,6,0,0,3
4354,3573,411,15,42,8,5,0,0,0
4355,776,6,5,1,1,1,0,0,0
4356,4353,130,57,46,4,8,0,0,1
4358,1936,85,5,1,3,5,0,0,0
4359,846,34,5,3,0,2,0,0,0
4360,1430,196,4,1,1,3,0,0,0
4361,2793,301,25,12,0,2,0,0,0
4362,49148,9432,610,1828,78,26,0,0,54
4363,3466,121,22,49,9,11,0,0,0
4365,12257,675,26,73,4,12,0,0,2
4369,5557,141,20,29,1,6,0,0,1
4370,818,15,5,1,0,2,0,0,0
4374,20623,1285,61,203,25,74,0,0,7
4378,4635,590,33,16,0,3,0,0,0
4379,4146,400,11,11,0,6,0,0,1
4380,1852,71,9,13,0,4,0,0,0
4381,19007,514,8,272,9,7,0,0,2
4383,70054,7972,267,4168,170,53,0,0,20
4384,32450,1729,50,298,32,31,0,83,4
4385,2245,38,5,2,0,5,0,0,0
4387,6032,165,7,10,2,5,0,0,0
4389,3232,555,43,35,0,4,0,0,1
4391,2399,85,14,5,0,3,0,0,0
4393,1487,112,4,3,0,5,0,0,0
4395,9109,478,41,118,2,8,0,0,2
4397,3646,151,41,10,1,11,0,0,1
4398,-1,24,26,3,0,2,0,0,0
4403,3286,56,22,25,1,5,0,0,0
4404,4058,821,14,12,6,3,0,0,0
4406,34265,1904,29,181,35,21,0,158,1
4408,1521,60,8,4,0,3,0,0,0
4410,1499,3,12,4,0,3,0,0,1
4413,3322,128,42,48,6,3,0,0,1
4414,1809,36,17,19,1,3,0,0,0
4416,935,14,21,9,0,5,0,0,2
4417,39310,4152,263,1645,173,73,0,0,20
4418,3566,196,30,55,3,5,0,0,2
4419,4904,114,18,112,1,9,0,0,3
4420,1184,11,9,9,0,3,0,0,2
4421,-1,114,10,5,4,4,0,0,0
4422,891,14,6,7,0,6,0,0,0
4424,10079,672,61,89,9,11,0,0,1
4428,1806,86,5,1,2,4,0,0,0
4431,1650,0,14,14,4,5,0,0,0
4434,1024,5,8,8,1,4,0,0,0
4435,4087,113,12,44,4,7,0,0,1
4436,4094,75,27,37,4,3,0,0,1
4437,427167,11118,390,2787,378,414,0,28,139
4438,77074,5670,267,2509,299,48,0,919,100
4439,5287,224,35,17,3,10,0,0,2
4440,1280,34,6,2,2,4,0,0,1
4441,4629,62,14,55,12,7,0,0,0
4442,2441,93,19,35,7,3,0,0,2
4448,1154,57,19,22,3,3,0,0,3
4449,1218,63,7,2,0,2,0,0,0
4450,179956,3832,799,4541,558,223,0,654,71
4451,1457,109,20,30,2,11,0,0,3
4452,3613,99,24,53,1,5,0,0,1
4453,2679,91,15,16,1,2,0,0,0
4454,760,13,6,2,1,3,0,0,2
4455,5408,223,46,77,7,7,0,0,1
4456,2166,606,18,14,0,2,0,0,0
4457,1113,56,5,4,0,3,0,0,1
4459,574,9,6,2,0,1,0,0,0
4460,13927,718,46,59,6,6,0,0,1
4461,2336,25,22,16,0,3,0,0,2
4462,1135,63,6,3,0,7,0,0,0
4463,11067,546,21,86,8,1,0,0,3
4464,4224,339,8,20,1,6,0,0,0
4465,714,24,6,2,0,3,0,0,0
4466,718,20,6,4,0,2,0,0,1
4467,633,23,4,7,1,1,0,0,0
4468,758,49,9,14,0,0,0,0,0
4472,1639,32,12,8,0,3,0,0,0
4473,910,26,11,11,0,6,0,0,0
4475,3025,48,15,11,1,2,0,0,0
4476,-1,18706,770,4346,259,133,0,0,3
4477,680,13,5,9,1,4,0,0,2
4478,2983,257,8,9,2,6,0,0,0
4479,507,6,2,3,1,7,0,0,0
4480,4812,539,16,20,2,4,0,0,1
4482,1265,26,9,6,0,4,0,0,0
4484,1907,657,21,6,0,1,0,0,0
4486,19318,290,35,310,12,86,0,0,0
4488,2429,542,22,11,4,6,0,0,1
4489,1722,88,11,3,2,5,0,0,0
4490,655,8,1,0,1,2,0,0,0
4491,1691,50,7,3,1,1,0,0,0
4492,1372,21,10,19,3,8,0,0,1
4493,3443,34,4,13,1,5,0,0,0
4494,1147,75,7,9,0,6,0,0,0
4495,42145,20580,289,140,8,26,0,0,6
4496,2634,49,19,21,2,8,0,0,0
4497,2438,112,27,19,3,0,0,0,0
4498,3315,41,19,83,9,5,0,0,0
4500,4664,2202,116,42,48,9,0,0,10
4502,1826,14,4,4,0,6,0,0,0
4503,3137,22,8,28,1,9,0,0,0
4504,1101,135,13,3,0,6,0,0,0
4505,8608,156,30,232,27,29,0,0,5
4506,5428,513,50,172,21,14,0,0,6
4507,531,9,4,1,0,3,0,0,0
4508,3921,195,39,4,1,5,0,0,1
4509,545,2,5,2,0,2,0,0,0
4510,2902,98,9,6,0,2,0,0,1
4511,8609,135,23,61,2,1,0,0,0
4513,3809,231,26,16,0,6,0,0,2
4514,2307,47,24,16,1,3,0,0,0
4516,82028,12401,90,351,12,7,0,0,3
4517,1146,44,3,27,2,4,0,0,0
4518,139721,24724,113,953,60,12,0,0,9
4519,4113,104,44,13,2,12,0,0,1
4523,2783,153,9,3,0,4,0,0,0
4524,4176,246,27,46,4,7,0,0,0
4525,7364,743,32,169,5,10,0,0,4
4526,1607,19,6,1,0,2,0,0,0
4527,1318,31,8,6,1,7,0,0,0
4528,1644,71,5,11,0,3,0,0,0
4529,7263,303,24,24,0,3,0,0,0
4530,1426,13,13,3,0,0,0,0,0
4531,8339,532,41,288,24,47,0,0,3
4532,6784,471,48,131,10,5,0,0,5
4533,7210,178,16,86,2,1,0,0,0
4534,-1,31,8,34,0,3,0,0,5
4535,-1,309,21,10,2,0,0,0,0
4538,45502,683,50,166,4,11,0,340,3
4540,4488,248,23,32,0,8,0,0,0
4541,3792,94,29,166,8,3,0,0,13
4542,22231,416,165,726,17,11,0,0,15
4543,2078,31,20,8,0,8,0,0,0
4544,1232,10,6,10,1,8,0,0,2
4545,1141,11,18,14,0,2,0,0,1
4546,1197,17,16,16,2,3,0,0,0
4548,2726,11,16,4,2,5,0,0,2
4549,776,18,10,10,0,2,0,0,0
4550,977,55,16,7,0,2,0,0,0
4551,1773,24,5,9,3,12,0,0,2
4552,-1,660,177,25,12,75,0,0,0
4553,27073,853,72,158,10,22,0,0,0
4555,930,187,8,4,0,3,0,0,0
4556,1186,14,10,8,1,3,0,0,0
4557,2878,187,131,13,10,4,0,0,11
4558,3324,13,9,17,4,7,0,0,1
4559,5483,174,28,77,3,2,0,0,0
4560,7959,165,16,117,3,5,0,0,2
4561,1124,7,3,9,0,6,0,0,1
4562,991,110,7,4,0,3,0,0,0
4563,585,18,9,3,0,1,0,0,1
4564,1978,74,14,28,2,3,0,0,0
4565,4881,129,18,13,0,7,0,0,0
4566,102397,3276,53,40,58,7,0,0,0
4567,1412,10,27,19,2,6,0,0,1
4568,6604,399,31,2,0,2,0,0,0
4570,440,3,4,0,1,3,0,0,0
4571,6346,127,29,25,0,2,0,0,0
4579,-1,482,39,363,16,34,0,124,0
4581,2565,60,24,18,1,5,0,0,0
4582,1745,59,10,6,3,4,0,0,1
4583,3265,91,15,16,3,8,0,0,1
4584,7797,159,19,43,1,3,0,0,0
4586,1775,20,11,9,0,3,0,0,0
4587,-1,8557,2829,40262,5409,7519,0,337,939
4588,1608,61,11,0,1,4,0,0,0
4590,8954,854,63,116,30,5,0,0,5
4593,3313,51,16,47,2,6,0,0,0
4595,3913,263,45,123,2,6,0,0,0
4596,617,11,11,6,1,4,0,0,0
4597,1586,4,7,1,1,4,0,0,0
4598,5853,107,33,37,2,3,0,0,2
4599,17134,682,80,34,1,3,0,0,1
4600,14661,518,90,41,2,3,0,0,3
4602,12688,864,64,45,2,2,0,0,1
4603,3983,111,18,55,9,8,0,0,2
4604,-1,48,9,1,0,4,0,0,0
4606,3663,622,25,18,1,1,0,0,0
4607,1501,52,9,37,5,5,0,0,5
4618,9159,220,32,23,2,6,0,0,0
4619,963,44,11,10,2,3,0,0,1
4620,8695,419,12,34,3,4,0,0,2
4624,3815,776,33,13,4,5,0,0,1
4625,36507,590,93,984,159,45,0,0,7
4627,22134,636,49,163,9,14,0,0,2
4632,3500,84,28,39,2,5,0,0,1
4633,99957,2723,477,1429,85,18,0,0,11
4634,41015,738,350,1588,385,38,0,896,33
4637,2760,128,22,65,9,6,0,0,3
4639,-1,253,43,86,20,18,0,0,4
4640,8319,259,21,170,10,19,0,0,2
4641,1312,22,4,0,1,2,0,0,0
4644,24383,2078,136,969,59,30,0,0,7
4645,24219,843,112,483,38,42,0,0,29
4646,-1,1190,86,569,24,44,0,0,2
4647,12330,186,26,115,6,6,0,0,1
4648,3968,186,45,12,3,1,0,0,1
4650,3063,160,21,12,2,4,0,0,0
4651,10838,815,42,33,4,6,0,0,2
4652,4391,226,49,58,7,13,0,0,1
4656,3161,233,25,44,1,3,0,0,0
4658,15355,683,9,46,2,3,0,0,0
4659,2380,101,30,11,1,4,0,0,0
4660,4407,123,31,56,5,4,0,0,0
4662,6700,122,20,202,6,4,0,0,2
4668,416,11,5,7,2,4,0,0,2
4669,342,3,2,1,1,2,0,0,0
4670,9114,800,52,32,1,4,0,0,0
4671,6201,249,13,164,26,36,0,0,4
4672,1459,26,18,26,3,4,0,0,2
4673,4385,404,27,32,5,2,0,0,1
4677,16643,177,22,101,18,7,0,0,1
4679,7253,110,46,126,8,4,0,0,3
4680,518,14,2,1,1,2,0,0,0
4681,794,19,14,8,4,4,0,0,0
4682,-1,113,18,24,0,7,0,0,0
4683,2864,275,29,3,1,4,0,0,0
4684,3722,345,7,35,4,6,0,0,1
4686,2974,56,27,7,1,5,0,0,1
4687,992,27,10,12,1,1,0,0,0
4689,1878,93,5,1,2,3,0,0,1
4692,6183,649,20,61,3,4,0,0,0
4693,2752,76,5,27,2,5,0,0,0
4695,11912,1666,80,204,25,8,0,0,0
4696,3058,289,17,29,4,4,0,0,0
4697,1839,84,5,28,1,0,0,0,0
4698,2469,998,52,18,1,8,0,0,2
4699,10074,296,33,80,5,8,0,463,0
4700,673,2,7,5,2,4,0,0,0
4702,1814,150,16,20,1,5,0,0,1
4703,1567,92,5,19,2,5,0,0,1
4704,1497,109,5,17,1,7,0,0,0
4705,2526,114,13,3,2,4,0,0,0
4706,1537,86,3,16,1,1,0,0,0
4708,1912,160,8,16,3,4,0,0,0
4709,3326,78,54,49,4,6,0,0,1
4710,10971,1576,49,108,8,8,0,0,1
4711,8446,937,56,54,13,1,0,0,0
4714,932,14,5,7,2,3,0,0,1
4715,1320,55,4,23,4,5,0,0,0
4716,551,8,5,10,1,5,0,0,0
4722,1198,100,9,12,3,4,0,0,0
4723,2625,76,4,34,2,5,0,0,1
4724,1681,32,14,6,1,5,0,0,0
4725,10182,826,67,138,2,3,0,0,3
4726,1070,10,7,18,1,2,0,0,5
4727,542,9,2,5,1,2,0,0,1
4728,1016,280,10,3,1,5,0,0,0
4729,4324,109,15,48,1,4,0,0,0
4730,4522,208,28,50,6,3,0,0,1
4732,3740,74,8,10,1,1,0,0,0
4735,1940,6,6,4,1,8,0,0,0
4736,2152,95,16,4,1,2,0,0,0
4737,870,16,6,3,1,6,0,0,2
4739,2228,39,8,19,1,6,0,0,0
4747,20480,509,72,197,6,12,0,0,0
4748,-1,262,48,42,2,2,0,0,1
4749,739,11,2,4,1,5,0,0,2
4751,4339,175,41,18,4,7,0,0,0
4752,4340,123,14,3,0,9,0,0,0
4754,3728,46,18,4,0,4,0,0,0
4755,1270,29,17,18,0,7,0,0,1
4756,6817,144,12,122,6,4,0,0,3
4761,2809,138,16,14,3,6,0,0,0
4762,1875,78,13,26,1,3,0,0,1
4763,92750,15643,701,1436,72,34,0,0,88
4764,893,46,9,20,2,4,0,0,1
4765,696,52,4,29,1,4,0,0,0
4766,2115,45,16,14,0,5,0,0,0
4767,5146,139,5,82,3,4,0,0,0
4771,1103,11,2,1,0,0,0,0,0
4772,36193,5102,66,136,10,4,0,491,1
4773,7234,221,25,158,7,6,0,0,3
4774,1287,19,6,1,0,1,0,0,0
4776,2936,332,13,3,0,0,0,0,0
4778,1269,143,5,1,0,1,0,0,0
4780,1147,20,20,15,1,4,0,0,0
4781,3568,11,16,7,0,4,0,0,0
4783,1716,83,7,2,0,4,0,0,0
4784,57172,4263,41,430,29,8,0,695,0
4785,2024,39,18,8,0,7,0,0,0
4786,4818,413,36,11,0,6,0,0,0
4787,28861,644,34,476,40,92,0,0,5
4788,938,99,9,1,0,5,0,0,0
4789,5386,44,18,25,2,4,0,0,0
4790,863,43,6,8,2,2,0,0,0
4791,2135,257,9,25,3,5,0,0,2
4792,17267,2561,80,263,42,11,0,0,1
4793,61784,782,149,1163,41,153,0,214,48
4795,1632,90,27,8,1,6,0,0,0
4798,3406,458,18,19,0,4,0,0,1
4801,1397,39,5,3,0,8,0,0,1
4802,2009,94,47,5,2,3,0,0,0
4803,1061,47,8,10,0,2,0,0,0
4806,3532,84,18,16,0,8,0,0,0
4809,21116,0,740,55,11,3,0,145,0
4811,3664,57,25,44,3,6,0,0,0
4812,1775,66,20,11,1,3,0,0,0
4813,1735,125,22,17,4,9,0,0,0
4815,8023,153,25,245,11,7,0,0,1
4816,15207,385,82,147,2,2,0,0,1
4820,15486,255,56,210,6,3,0,0,0
4821,701,140,8,10,0,3,0,0,1
4822,4031,119,21,131,11,5,0,0,3
4824,174039,8639,533,3047,348,245,0,49,178
4826,28489,1347,180,392,64,45,0,0,11
4827,1242,37,13,15,1,5,0,0,1
4828,11010,59,56,25,0,5,0,0,0
4829,4809,471,48,16,0,5,0,0,1
4831,765,11,2,1,0,2,0,0,0
4837,1526,46,8,2,0,6,0,0,0
4840,6235,162,23,79,5,5,0,0,1
4841,8710,331,24,21,1,4,0,0,1
4842,10943,183,34,30,2,4,0,0,0
4847,1516,70,9,4,0,7,0,0,0
4848,5044,315,31,11,2,2,0,0,3
4849,23594,1079,180,471,9,7,0,0,0
4851,4062,264,45,35,0,4,0,0,1
4852,1123,75,18,21,4,4,0,0,0
4855,1144,31,21,1,0,3,0,0,0
4856,12553,526,69,4,14,9,0,0,0
4857,1896,18,8,2,1,4,0,0,1
4860,822,15,11,1,0,4,0,0,0
4861,19750,58,24,137,2,3,0,0,7
4862,10907,268,62,150,16,8,0,0,0
4864,2298,26,10,46,1,2,0,0,2
4865,-1,551,151,1922,49,211,0,0,13
4866,1223,24,7,16,2,3,0,0,0
4867,47954,1638,192,705,19,17,0,0,0
4870,3496,71,6,38,2,2,0,0,0
4871,26911,3063,50,718,77,49,0,0,12
4872,3487,588,23,10,3,5,0,0,0
4873,98868,6051,495,1818,59,55,0,0,12
4875,5304,205,34,33,2,20,0,0,1
4876,2086,18,13,24,2,3,0,0,0
4877,697,22,9,6,0,5,0,0,0
4879,10056,96,29,68,1,1,0,0,0
4883,4648,73,34,51,2,4,0,0,0
4886,1663,1,3,5,0,3,0,0,0
4887,1631,3,6,3,0,5,0,0,0
4888,701,14,5,3,0,4,0,0,0
4889,14771,527,58,83,21,20,0,0,15
4890,2464,87,14,8,0,3,0,0,0
4892,1941,30,7,6,1,3,0,0,0
4893,32624,847,57,547,27,44,0,944,0
4894,127454,6546,373,1417,77,25,0,157,2
4895,1866,66,13,27,0,1,0,0,2
4896,930,68,7,15,2,3,0,0,0
4900,1234,41,12,2,0,4,0,0,0
4902,1557,70,8,5,2,5,0,0,0
4903,826666,21693,948,1608,532,370,0,656,3
4905,2263,53,27,14,1,3,0,0,0
4906,1437,54,5,2,0,4,0,0,0
4913,10930,506,22,103,2,7,0,0,2
4914,5744,99,29,52,2,9,0,978,1
4915,4156,208,32,96,5,6,0,0,3
4917,4493,602,31,3,1,5,0,0,0
4920,7937,693,18,11,0,5,0,0,0
4921,18634,1040,26,206,8,4,0,0,1
4923,4338,176,52,56,2,5,0,0,0
4928,1395,152,7,10,0,6,0,0,0
4929,1802,83,20,1,0,2,0,0,0
4932,914,377,10,3,0,1,0,0,0
4933,2352,74,21,2,0,5,0,0,0
4940,890,62,6,5,1,4,0,0,0
4941,42687,1050,108,151,30,7,0,0,0
4942,596,7,2,4,1,3,0,0,0
4943,18930,1588,105,395,33,23,0,0,1
4945,81590,5050,1062,5306,499,203,0,0,285
4946,2002,266,10,6,0,7,0,0,0
4948,27351,1125,79,468,51,23,0,0,19
4949,5285,51,17,30,0,9,0,0,0
4950,1531,62,7,17,0,3,0,0,0
4952,417,25,5,3,0,7,0,0,0
4953,3094,23,19,90,9,8,0,0,4
4955,1205,65,7,38,3,3,0,0,2
4960,2317,171,15,25,1,5,0,0,0
4963,11200,975,49,16,0,6,0,0,1
4964,3865,354,27,45,2,4,0,0,0
4965,4164,333,44,39,1,5,0,0,0
4966,2681,31,13,4,0,3,0,0,0
4967,5367,599,10,25,3,4,0,0,0
4968,1581,113,18,17,0,3,0,0,0
4969,1168,13,9,3,0,8,0,0,0
4970,21593,619,73,180,6,21,0,0,0
4971,3166,64,13,75,14,2,0,0,0
4974,2959,409,12,8,0,3,0,0,0
4976,3277,392,46,40,1,1,0,0,0
4977,17836,1819,34,140,9,13,0,0,0
4978,3134,57,9,45,1,3,0,0,0
4979,9522,789,23,115,3,6,0,0,1
4981,5375,304,13,28,1,2,0,0,0
4984,25897,2127,55,970,19,12,0,0,3
4990,297820,17720,457,1280,287,203,0,0,7
4991,39035,1301,231,1218,72,25,0,0,18
4993,18058,238,11,12,0,3,0,0,0
4994,21102,714,49,352,2,5,0,0,2
4998,2312,120,15,11,0,1,0,0,0
4999,19999,2308,32,217,7,4,0,0,1
5001,1573,34,21,2,0,2,0,0,0
5002,783,24,9,3,0,3,0,0,0
5006,107,310,30,5,0,6,0,0,0
5007,6462,946,22,16,0,8,0,0,1
5008,1184,10,3,3,0,4,0,0,0
5009,26216,635,134,671,147,44,0,292,16
5013,2566,109,10,5,2,4,0,0,0
5014,1970,419,18,3,0,2,0,0,0
5015,14051,526,32,71,2,10,0,0,0
5017,11863,10,13,13,6,6,0,0,0
5020,5782,45,32,22,25,4,0,0,2
5022,39470,95,150,469,38,11,0,913,15
5024,114,126,33,39,0,4,0,0,1
5025,11894,559,97,124,3,5,0,0,2
5026,1432,206,17,4,1,3,0,0,1
5027,8275,233,8,136,4,10,0,0,0
5036,3245,33,9,21,2,3,0,0,0
5037,4549,389,26,11,1,8,0,0,0
5039,4852,661,38,13,0,2,0,0,0
5040,11170,548,39,172,9,23,0,0,1
5041,4618,162,26,101,6,5,0,0,0
5045,16618,557,53,531,26,38,0,0,14
5047,8306,248,27,34,0,5,0,0,0
5048,61124,17014,1410,1136,313,163,0,590,0
5050,5487,88,30,102,6,7,0,0,11
5051,7367,427,33,56,3,5,0,0,1
5052,157104,52,195,647,88,36,0,0,0
5054,3571,48,11,24,1,6,0,0,2
5057,6459,47,15,4,0,3,0,0,0
5058,10165,101,12,3,0,7,0,0,0
5059,3686,47,10,73,4,10,0,0,5
5060,662,150,75,76,2,6,0,0,0
5062,5672,59,5,4,5,2,0,0,1
5065,234,61,3,1,1,8,0,0,0
5066,2812,114,11,6,1,4,0,0,0
5068,57791,7739,155,395,72,181,0,774,23
5069,4538,92,12,5,3,3,0,0,0
5070,11904,508,14,13,2,2,0,0,0
5071,732,4,3,1,1,4,0,0,0
5073,1295,13,8,13,4,4,0,0,0
5078,1330,68,6,12,2,0,0,0,0
5083,2201,90,25,68,0,8,0,0,0
5084,-1,385,30,15,0,0,0,0,0
5087,1992,88,24,18,0,1,0,0,0
5088,273,70,24,5,1,4,0,0,0
5089,1665,20,13,1,1,5,0,0,0
5090,9234,142,27,67,1,0,0,0,0
5091,129090,6307,680,3669,118,116,0,0,39
5094,3783,120,11,4,1,6,0,0,0
5095,2689,112,14,6,0,6,0,0,0
5097,57642,951,168,841,40,24,0,319,4
5100,7443,272,40,22,1,2,0,0,0
5103,2328,232,10,2,2,6,0,0,0
5105,47982,954,168,723,54,14,0,420,15
5106,2565,154,13,1,1,1,0,0,0
5108,611,119,12,3,0,4,0,0,0
5109,1098,7,2,7,1,6,0,0,0
5110,2268,95,17,49,2,5,0,0,0
5111,220,64,12,27,0,2,0,0,0
5112,621,109,21,87,10,6,0,0,0
5113,7669,308,53,106,20,5,0,0,3
5116,669,17,8,11,0,2,0,0,0
5118,6617,975,17,21,3,8,0,0,0
5119,14655,313,88,353,23,7,0,0,3
5121,18972,546,44,218,11,10,0,0,0
5125,34351,43,25,25,1,4,0,0,0
5126,1487,15,14,27,1,5,0,0,1
5127,1500,32,10,10,1,4,0,0,0
5128,1067,39,7,14,0,6,0,0,0
5129,1773,62,14,11,2,7,0,0,1
5131,168,35,9,10,0,1,0,0,0
5132,-1,3078,200,433,11,4,0,612,0
5133,490,378,35,103,2,4,0,0,0
5134,2060,48,17,10,0,2,0,0,0
5135,905,24,19,3,0,2,0,0,0
5141,794,13,7,1,0,2,0,0,0
5146,4255,138,6,13,3,2,0,0,0
5150,1581,10,8,13,0,4,0,0,0
5152,6968,936,13,3,0,6,0,0,0
5155,2851,133,13,20,3,5,0,0,1
5157,6837,192,35,60,4,11,0,0,1
5159,6324,411,31,60,0,3,0,0,0
5163,412,107,24,21,0,7,0,0,0
5164,1013,43,10,13,1,13,0,0,1
5167,9712,360,32,70,4,15,0,0,2
5168,4315,420,17,25,12,7,0,0,0
5169,905,107,12,29,1,2,0,0,1
5170,3488,143,29,30,1,4,0,0,0
5171,1880,42,2,15,3,5,0,0,1
5172,4766,495,24,55,2,5,0,0,0
5173,2696,39,12,10,1,4,0,0,0
5175,11797,683,87,162,7,12,0,0,0
5178,45280,18584,191,592,27,19,0,0,4
5179,5188,192,6,13,0,7,0,0,0
5180,2656,220,21,13,0,4,0,0,0
5182,2841,397,54,5,0,6,0,0,0
5183,10072,384,17,32,2,5,0,233,1
5186,1581,23,14,1,0,4,0,0,0
5189,65,149,8,5,1,3,0,0,0
5192,18836,1064,96,119,10,9,0,0,3
5194,6292,668,30,13,1,4,0,0,0
5196,1792,125,14,3,0,4,0,0,0
5197,851,87,5,16,1,7,0,0,0
5198,12088,418,32,282,21,14,0,0,13
5199,2143,402,18,33,4,4,0,0,0
5202,542,5,2,8,0,7,0,0,1
5204,32602,1211,51,667,24,12,0,0,1
5205,1856,210,9,7,0,9,0,0,0
5206,3667,395,21,16,0,7,0,0,0
5208,3421,4,2,7,1,5,0,0,0
5209,3474,293,16,18,0,6,0,0,0
5211,2941,220,20,5,0,3,0,0,0
5217,887,15,8,1,0,2,0,0,0
5220,13846,850,81,152,44,10,0,0,9
5222,5827,168,38,44,1,6,0,0,0
5225,5446,165,21,51,1,5,0,0,1
5227,637,45,4,4,0,2,0,0,0
5228,2417,127,14,7,0,2,0,0,0
5229,1098,18,5,9,3,2,0,0,0
5230,2906,115,19,5,0,2,0,0,0
5233,8336,584,59,323,18,12,0,0,2
