dt,view,danmaku,reply,favorite,coin,share,now_rank,his_rank,no_reprint,copyright
2018-5-7-18-7-46,91291,3548,1487,8367,19034,927,0,0,1,1
2018-5-7-18-18-19,91296,3548,1487,8367,19036,927,0,0,1,1
2018-5-7-18-28-52,91305,3551,1487,8368,19037,927,0,0,1,1
2018-5-7-18-39-23,91313,3551,1488,8368,19039,927,0,0,1,1
2018-5-7-18-49-58,91321,3551,1488,8368,19043,927,0,0,1,1
2018-5-7-19-0-29,91326,3551,1488,8368,19043,927,0,0,1,1
2018-5-7-19-11-3,91333,3551,1488,8368,19045,927,0,0,1,1
2018-5-7-19-21-37,91335,3551,1488,8368,19045,927,0,0,1,1
2018-5-7-19-32-11,91338,3553,1488,8368,19045,927,0,0,1,1
2018-5-7-19-42-45,91339,3553,1488,8368,19045,927,0,0,1,1
2018-5-7-19-53-16,91346,3553,1488,8368,19047,927,0,0,1,1
2018-5-7-20-3-48,91350,3553,1488,8368,19047,927,0,0,1,1
2018-5-7-20-14-21,91350,3553,1488,8368,19047,927,0,0,1,1
2018-5-7-20-24-55,91354,3553,1488,8368,19047,927,0,0,1,1
2018-5-7-20-35-26,91358,3553,1488,8369,19051,927,0,0,1,1
2018-5-7-20-45-57,91359,3553,1488,8370,19051,927,0,0,1,1
2018-5-7-20-56-29,91359,3553,1488,8370,19051,927,0,0,1,1
2018-5-7-21-7-3,91361,3553,1488,8370,19051,927,0,0,1,1
2018-5-7-21-17-34,91365,3553,1488,8370,19053,927,0,0,1,1
2018-5-7-21-28-8,91366,3553,1488,8370,19054,927,0,0,1,1
2018-5-7-21-38-40,91370,3555,1488,8370,19054,927,0,0,1,1
2018-5-7-21-49-13,91374,3556,1488,8370,19054,927,0,0,1,1
2018-5-7-21-59-45,91376,3557,1488,8370,19054,927,0,0,1,1
2018-5-7-22-10-18,91378,3557,1488,8370,19054,927,0,0,1,1
2018-5-7-22-20-50,91391,3562,1488,8370,19054,927,0,0,1,1
2018-5-7-22-31-23,91399,3562,1488,8370,19058,927,0,0,1,1
2018-5-7-22-41-54,91408,3562,1488,8370,19058,927,0,0,1,1
2018-5-7-22-52-28,91422,3562,1488,8370,19058,927,0,0,1,1
2018-5-7-23-2-59,91427,3562,1488,8372,19059,927,0,0,1,1
2018-5-7-23-13-30,91439,3562,1488,8373,19059,927,0,0,1,1
2018-5-7-23-24-2,91446,3562,1488,8374,19059,927,0,0,1,1
2018-5-7-23-34-35,91456,3562,1488,8374,19061,927,0,0,1,1
2018-5-7-23-45-9,91472,3563,1488,8375,19061,927,0,0,1,1
2018-5-7-23-55-43,91478,3563,1488,8377,19061,927,0,0,1,1
2018-5-8-0-6-17,91484,3563,1488,8378,19061,927,0,0,1,1
2018-5-8-0-16-48,91489,3563,1489,8378,19061,927,0,0,1,1
2018-5-8-0-27-21,91500,3563,1489,8378,19061,927,0,0,1,1
2018-5-8-0-37-54,91510,3565,1489,8378,19062,927,0,0,1,1
2018-5-8-0-48-26,91527,3570,1489,8378,19062,927,0,0,1,1
2018-5-8-0-58-58,91537,3570,1489,8378,19066,927,0,0,1,1
2018-5-8-1-9-28,91559,3570,1489,8379,19066,927,0,0,1,1
2018-5-8-1-20-0,91575,3570,1489,8379,19072,927,0,0,1,1
2018-5-8-1-30-32,91593,3571,1489,8379,19072,927,0,0,1,1
2018-5-8-1-41-5,91606,3572,1489,8379,19072,927,0,0,1,1
2018-5-8-1-51-37,91621,3572,1489,8379,19078,928,0,0,1,1
2018-5-8-2-2-10,91637,3573,1489,8379,19084,928,0,0,1,1
2018-5-8-2-12-45,91652,3573,1489,8380,19088,928,0,0,1,1
2018-5-8-2-23-18,91667,3575,1489,8381,19094,928,0,0,1,1
2018-5-8-2-33-52,91678,3575,1490,8382,19094,928,0,0,1,1
2018-5-8-2-44-26,91689,3575,1490,8382,19096,928,0,0,1,1
2018-5-8-2-54-58,91699,3576,1490,8383,19101,928,0,0,1,1
2018-5-8-3-5-32,91715,3576,1490,8385,19104,928,0,0,1,1
2018-5-8-3-16-5,91722,3577,1490,8386,19112,928,0,0,1,1
2018-5-8-3-26-38,91738,3578,1490,8387,19114,928,0,0,1,1
