,unit,carriage,c_unload,geo,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982
394,MIO_TKM,HIRE,EL,AT,31.0,17.0,26.0,27.0,20.0,26.0,17.0,16.0,20.0,21.0,66.0,82.0,77.0,59.0,83.0,71.0,66.0,60.0,57.0,70.0,36.0,1.0,5.0,5.0,6.0,,,,,,,,,,,,,
395,MIO_TKM,HIRE,EL,BE,,,,13.0,9.0,,,7.0,,2.0,1.0,1.0,10.0,30.0,18.0,10.0,11.0,21.0,22.0,,7.0,9.0,3.0,6.0,15.0,20.0,13.0,27.0,16.0,6.0,,,4.0,,,,,
396,MIO_TKM,HIRE,EL,BG,461.0,747.0,860.0,1043.0,897.0,857.0,896.0,586.0,407.0,510.0,504.0,516.0,457.0,489.0,,,,,,,,,,,,,,,,,,,,,,,,
397,MIO_TKM,HIRE,EL,CH,,,,,,,,5.0,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
398,MIO_TKM,HIRE,EL,CY,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
399,MIO_TKM,HIRE,EL,CZ,37.0,51.0,33.0,46.0,81.0,53.0,32.0,21.0,77.0,20.0,39.0,75.0,86.0,49.0,58.0,,97.0,71.0,101.0,,,,,,,,,,,,,,,,,,,
400,MIO_TKM,HIRE,EL,DE,13.0,51.0,31.0,6.0,40.0,44.0,91.0,65.0,107.0,230.0,405.0,243.0,403.0,270.0,228.0,307.0,237.0,159.0,240.0,180.0,66.0,115.0,150.0,143.0,119.0,172.0,241.0,253.0,180.0,144.0,183.0,159.0,124.0,96.0,91.0,96.0,79.0,84.0
401,MIO_TKM,HIRE,EL,DK,,,,,4.0,,5.0,11.0,,6.0,3.0,,6.0,11.0,2.0,21.0,11.0,9.0,2.0,10.0,20.0,47.0,63.0,19.0,57.0,7.0,78.0,97.0,89.0,76.0,84.0,71.0,75.0,74.0,73.0,71.0,62.0,61.0
402,MIO_TKM,HIRE,EL,EE,,,,,,,,,,,,,12.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,
403,MIO_TKM,HIRE,EL,ES,27.0,33.0,,,,,17.0,,32.0,9.0,21.0,78.0,,71.0,64.0,112.0,,23.0,11.0,57.0,,12.0,21.0,,44.0,,,5.0,5.0,,,9.0,,,,,,
404,MIO_TKM,HIRE,EL,EU15,,,,,,,,,,,,,,,,,,,,,,,,,,,647.0,755.0,,,,,,,,,,
405,MIO_TKM,HIRE,EL,FI,,,,,,,,,,,,,7.0,6.0,,,,,,10.0,,1.0,,,,,,,,,,,,,,,,
406,MIO_TKM,HIRE,EL,FR,,,,3.0,,22.0,17.0,32.0,18.0,26.0,35.0,46.0,74.0,79.0,72.0,54.0,42.0,66.0,62.0,129.0,88.0,63.0,42.0,31.0,,63.0,71.0,90.0,98.0,223.0,222.0,168.0,68.0,108.0,107.0,109.0,43.0,98.0
407,MIO_TKM,HIRE,EL,HR,,3.0,2.0,6.0,3.0,4.0,12.0,2.0,2.0,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
408,MIO_TKM,HIRE,EL,HU,38.0,59.0,55.0,71.0,79.0,76.0,51.0,53.0,46.0,35.0,21.0,58.0,34.0,19.0,31.0,39.0,24.0,10.0,27.0,,,,,,,,,,,,,,,,,,,
409,MIO_TKM,HIRE,EL,IE,,,,,,,,10.0,,,7.0,,15.0,14.0,,,,,10.0,13.0,,,,,,,,,,,,,,,5.0,2.0,10.0,
410,MIO_TKM,HIRE,EL,IT,31.0,39.0,35.0,100.0,8.0,,59.0,19.0,,76.0,43.0,32.0,25.0,30.0,86.0,64.0,1.0,35.0,37.0,17.0,98.0,,16.0,17.0,11.0,103.0,98.0,105.0,,312.0,,,,,,,,
411,MIO_TKM,HIRE,EL,LT,21.0,6.0,17.0,67.0,,,,,,14.0,28.0,12.0,,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,
412,MIO_TKM,HIRE,EL,LU,,,,,,,,,,,,,,,3.0,2.0,,0.0,,,,,,,0.0,3.0,,,,,,,,,,,,
413,MIO_TKM,HIRE,EL,LV,2.0,,,,,,,4.0,17.0,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,
414,MIO_TKM,HIRE,EL,NL,50.0,48.0,42.0,29.0,42.0,41.0,48.0,32.0,56.0,52.0,42.0,122.0,23.0,93.0,82.0,50.0,71.0,56.0,69.0,56.0,62.0,68.0,45.0,41.0,55.0,59.0,50.0,67.0,61.0,61.0,59.0,34.0,36.0,42.0,51.0,43.0,34.0,44.0
415,MIO_TKM,HIRE,EL,NO,,,,,,,,,,,33.0,29.0,3.0,7.0,2.0,6.0,7.0,4.0,2.0,1.0,21.0,0.0,,,,,,,,,,,,,,,,
416,MIO_TKM,HIRE,EL,PL,406.0,427.0,555.0,451.0,333.0,259.0,310.0,259.0,277.0,257.0,261.0,47.0,78.0,79.0,86.0,38.0,,,,,,,,,,,,,,,,,,,,,,
417,MIO_TKM,HIRE,EL,PT,,,,,,,,,,,,,,,,,,,,35.0,,,13.0,,,,14.0,,1.0,,,,0.0,,,,,
418,MIO_TKM,HIRE,EL,RO,150.0,212.0,282.0,217.0,160.0,128.0,119.0,103.0,194.0,203.0,138.0,55.0,531.0,387.0,,,,,,,,,,,,,,,,,,,,,,,,
419,MIO_TKM,HIRE,EL,SE,16.0,,33.0,,,,8.0,20.0,1.0,32.0,19.0,44.0,29.0,118.0,96.0,107.0,206.0,188.0,138.0,110.0,40.0,40.0,18.0,14.0,22.0,,,,,,,,,,,,,
420,MIO_TKM,HIRE,EL,SI,63.0,27.0,16.0,39.0,69.0,11.0,44.0,13.0,14.0,24.0,17.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
421,MIO_TKM,HIRE,EL,SK,,,,36.0,,3.0,24.0,23.0,21.0,52.0,6.0,56.0,,17.0,10.0,44.0,7.0,,,,,,,,,,,,,,,,,,,,,
422,MIO_TKM,HIRE,EL,UK,,2.0,,1.0,2.0,9.0,8.0,13.0,8.0,11.0,7.0,11.0,32.0,28.0,78.0,68.0,171.0,102.0,173.0,119.0,202.0,131.0,166.0,172.0,140.0,143.0,82.0,111.0,72.0,152.0,124.0,90.0,63.0,29.0,27.0,56.0,42.0,21.0
423,MIO_TKM,HIRE,ES,AT,33.0,46.0,42.0,37.0,60.0,61.0,63.0,74.0,119.0,99.0,136.0,193.0,280.0,305.0,354.0,392.0,333.0,304.0,291.0,223.0,192.0,14.0,10.0,10.0,13.0,,,,,,,,,,,,,
424,MIO_TKM,HIRE,ES,BE,31.0,123.0,217.0,55.0,167.0,91.0,102.0,60.0,130.0,189.0,222.0,225.0,388.0,368.0,413.0,458.0,518.0,558.0,683.0,595.0,420.0,490.0,500.0,645.0,773.0,799.0,660.0,641.0,413.0,417.0,408.0,356.0,254.0,214.0,177.0,139.0,0.0,0.0
425,MIO_TKM,HIRE,ES,BG,114.0,173.0,100.0,501.0,193.0,81.0,256.0,88.0,232.0,207.0,35.0,53.0,52.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,
426,MIO_TKM,HIRE,ES,CH,5.0,,,2.0,,,,,24.0,55.0,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,
427,MIO_TKM,HIRE,ES,CY,0.0,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
428,MIO_TKM,HIRE,ES,CZ,309.0,475.0,341.0,500.0,746.0,789.0,802.0,931.0,752.0,913.0,837.0,987.0,784.0,699.0,745.0,791.0,624.0,623.0,628.0,932.0,,,,,,,,,,,,,,,,,,
429,MIO_TKM,HIRE,ES,DE,405.0,541.0,495.0,699.0,596.0,668.0,683.0,1023.0,1293.0,1421.0,1371.0,1961.0,2808.0,2726.0,2621.0,2855.0,2631.0,2320.0,2531.0,2145.0,2569.0,2289.0,1756.0,2.0,1850.0,1772.0,1008.0,1067.0,1039.0,969.0,886.0,960.0,886.0,744.0,0.0,0.0,0.0,0.0
430,MIO_TKM,HIRE,ES,DK,18.0,39.0,46.0,17.0,30.0,29.0,14.0,8.0,17.0,31.0,11.0,101.0,118.0,163.0,203.0,337.0,384.0,311.0,247.0,344.0,444.0,369.0,319.0,292.0,440.0,418.0,360.0,211.0,173.0,148.0,121.0,92.0,82.0,79.0,54.0,0.0,0.0,0.0
431,MIO_TKM,HIRE,ES,EE,19.0,88.0,11.0,,58.0,23.0,30.0,17.0,56.0,14.0,13.0,95.0,58.0,,89.0,,26.0,,,,,,,,,,,,,,,,,,,,,
432,MIO_TKM,HIRE,ES,EL,360.0,657.0,304.0,163.0,51.0,115.0,80.0,74.0,37.0,39.0,67.0,91.0,63.0,145.0,50.0,91.0,27.0,,,,,0.0,0.0,0.0,0.0,2.0,15.0,32.0,4.0,4.0,7.0,6.0,13.0,6.0,7.0,0.0,0.0,0.0
433,MIO_TKM,HIRE,ES,EU15,,,,,,,,,,,,,,,,,,,,,,,,,,,7844.0,8266.0,,,,,,,,,,
434,MIO_TKM,HIRE,ES,FI,44.0,18.0,18.0,28.0,21.0,49.0,30.0,86.0,268.0,125.0,100.0,31.0,77.0,80.0,81.0,118.0,67.0,62.0,106.0,132.0,93.0,49.0,0.0,167.0,,,,,,,,,,,,,,
435,MIO_TKM,HIRE,ES,FR,581.0,596.0,526.0,504.0,582.0,648.0,721.0,720.0,988.0,1170.0,1238.0,1728.0,2272.0,2472.0,2217.0,2937.0,2977.0,3018.0,3605.0,3515.0,3970.0,,3794.0,3756.0,3308.0,2991.0,2760.0,3188.0,2637.0,2160.0,1613.0,1513.0,916.0,768.0,600.0,401.0,513.0,0.0
436,MIO_TKM,HIRE,ES,HR,38.0,44.0,22.0,24.0,36.0,23.0,34.0,27.0,32.0,37.0,3.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,
437,MIO_TKM,HIRE,ES,HU,221.0,224.0,270.0,269.0,335.0,276.0,236.0,308.0,210.0,341.0,390.0,423.0,484.0,498.0,376.0,264.0,173.0,155.0,97.0,,,,,,,,,,,,,,,,,,,
438,MIO_TKM,HIRE,ES,IE,26.0,41.0,51.0,28.0,26.0,33.0,30.0,72.0,50.0,79.0,132.0,73.0,244.0,100.0,105.0,154.0,82.0,56.0,48.0,75.0,44.0,,,,,,38.0,18.0,6.0,10.0,15.0,7.0,9.0,3.0,,5.0,14.0,
439,MIO_TKM,HIRE,ES,IT,166.0,384.0,237.0,143.0,484.0,319.0,252.0,281.0,267.0,789.0,673.0,1362.0,1442.0,1793.0,2346.0,2489.0,1578.0,1570.0,1597.0,1432.0,1711.0,,947.0,1122.0,1099.0,808.0,774.0,828.0,687.0,1001.0,795.0,,,,,,,
440,MIO_TKM,HIRE,ES,LI,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
441,MIO_TKM,HIRE,ES,LT,257.0,164.0,105.0,218.0,81.0,111.0,181.0,96.0,99.0,104.0,224.0,334.0,158.0,233.0,166.0,259.0,177.0,,,,,,,,,,,,,,,,,,,,,
442,MIO_TKM,HIRE,ES,LU,2.0,5.0,1.0,1.0,1.0,10.0,8.0,11.0,14.0,26.0,23.0,18.0,38.0,14.0,9.0,28.0,33.0,18.0,15.0,7.0,9.0,,1.0,0.0,0.0,11.0,47.0,55.0,,,,,,,,,,
443,MIO_TKM,HIRE,ES,LV,296.0,3.0,29.0,87.0,109.0,,19.0,85.0,157.0,70.0,98.0,126.0,162.0,164.0,128.0,135.0,70.0,86.0,,,,,,,,,,,,,,,,,,,,
444,MIO_TKM,HIRE,ES,NL,142.0,247.0,170.0,192.0,274.0,273.0,325.0,287.0,416.0,351.0,510.0,799.0,814.0,1109.0,925.0,1105.0,924.0,1032.0,1010.0,1069.0,1010.0,840.0,748.0,814.0,784.0,727.0,709.0,835.0,804.0,752.0,639.0,425.0,344.0,288.0,0.0,130.0,0.0,0.0
445,MIO_TKM,HIRE,ES,NO,,,,,9.0,16.0,16.0,,,40.0,91.0,41.0,36.0,43.0,90.0,63.0,29.0,47.0,22.0,35.0,31.0,0.0,0.0,,,,,,,,,,,,,,,
446,MIO_TKM,HIRE,ES,PL,3068.0,3009.0,2218.0,2861.0,2225.0,1938.0,2291.0,2327.0,1593.0,2068.0,2028.0,1953.0,1771.0,1100.0,712.0,780.0,,,,,,,,,,,,,,,,,,,,,,
447,MIO_TKM,HIRE,ES,PT,2379.0,2626.0,2483.0,2460.0,2470.0,2672.0,3107.0,2345.0,2930.0,2652.0,3194.0,3229.0,4279.0,3457.0,3131.0,3244.0,1898.0,1977.0,1520.0,1481.0,1573.0,1348.0,1183.0,905.0,,957.0,706.0,559.0,572.0,519.0,331.0,206.0,283.0,199.0,,,,
448,MIO_TKM,HIRE,ES,RO,879.0,721.0,560.0,618.0,433.0,312.0,397.0,270.0,288.0,168.0,142.0,175.0,1292.0,213.0,,,,,,,,,,,,,,,,,,,,,,,,
449,MIO_TKM,HIRE,ES,SE,9.0,12.0,43.0,20.0,14.0,2.0,8.0,59.0,39.0,67.0,21.0,86.0,91.0,66.0,102.0,171.0,193.0,151.0,89.0,26.0,33.0,48.0,41.0,70.0,58.0,,,,,,,,,,,,,
450,MIO_TKM,HIRE,ES,SI,152.0,139.0,200.0,190.0,96.0,131.0,77.0,122.0,78.0,103.0,214.0,154.0,176.0,176.0,158.0,126.0,50.0,105.0,79.0,,,,,,,,,,,,,,,,,,,
451,MIO_TKM,HIRE,ES,SK,397.0,558.0,456.0,375.0,335.0,303.0,340.0,176.0,359.0,194.0,249.0,191.0,330.0,177.0,250.0,200.0,358.0,,,,,,,,,,,,,,,,,,,,,
452,MIO_TKM,HIRE,ES,UK,128.0,326.0,177.0,131.0,98.0,102.0,112.0,288.0,229.0,215.0,374.0,534.0,589.0,614.0,573.0,603.0,660.0,677.0,782.0,993.0,1227.0,1372.0,1190.0,1113.0,851.0,1024.0,767.0,832.0,810.0,670.0,623.0,432.0,344.0,136.0,76.0,110.0,94.0,98.0
453,MIO_TKM,HIRE,EU15,AT,2602.0,2632.0,2705.0,2790.0,2858.0,2947.0,2892.0,3450.0,4262.0,4387.0,4796.0,6184.0,7020.0,7525.0,7493.0,8127.0,7874.0,7703.0,7489.0,6534.0,6107.0,1384.0,1276.0,1233.0,1649.0,,,,,,,,,,,,,
454,MIO_TKM,HIRE,EU15,BE,5492.0,5510.0,6039.0,5961.0,6166.0,5259.0,5755.0,6138.0,6245.0,7209.0,7387.0,8714.0,9688.0,9679.0,9978.0,10817.0,12193.0,13148.0,14601.0,13457.0,8508.0,9978.0,11148.0,10287.0,11146.0,11269.0,9798.0,8526.0,8187.0,7597.0,7035.0,6307.0,5343.0,4706.0,4361.0,4123.0,3707.0,3500.0
455,MIO_TKM,HIRE,EU15,BG,1930.0,2795.0,3292.0,3938.0,4762.0,4490.0,3993.0,3025.0,3704.0,3250.0,3193.0,2538.0,3129.0,2567.0,,,,,,,,,,,,,,,,,,,,,,,,
456,MIO_TKM,HIRE,EU15,CH,449.0,396.0,427.0,417.0,480.0,420.0,724.0,806.0,1131.0,1115.0,890.0,1334.0,,,,,,,,,,,,,,,,,,,,,,,,,,
457,MIO_TKM,HIRE,EU15,CY,18.0,18.0,16.0,11.0,8.0,6.0,8.0,8.0,5.0,9.0,6.0,4.0,7.0,9.0,8.0,8.0,14.0,17.0,,,,,,,,,,,,,,,,,,,,
458,MIO_TKM,HIRE,EU15,CZ,4937.0,5649.0,7658.0,9241.0,11786.0,11555.0,11451.0,10130.0,10940.0,10272.0,9323.0,9990.0,9378.0,10399.0,9206.0,9762.0,9940.0,10415.0,9598.0,9065.0,,,,,,,,,,,,,,,,,,
459,MIO_TKM,HIRE,EU15,DE,14698.0,15895.0,16350.0,17360.0,17718.0,18147.0,19022.0,21003.0,22792.0,23593.0,24453.0,29091.0,31923.0,30208.0,28254.0,28771.0,25542.0,23048.0,23134.0,20764.0,19038.0,17587.0,14602.0,11865.0,16139.0,11625.0,10222.0,10765.0,10214.0,9288.0,9784.0,10097.0,9266.0,8964.0,8078.0,7558.0,7098.0,6982.0
460,MIO_TKM,HIRE,EU15,DK,1368.0,1383.0,1184.0,1125.0,931.0,1042.0,1209.0,1421.0,1354.0,1560.0,2497.0,3451.0,3446.0,3867.0,5154.0,5324.0,4955.0,4904.0,4835.0,5601.0,5704.0,4890.0,5264.0,5453.0,6004.0,5394.0,4855.0,3202.0,2942.0,2585.0,2252.0,1977.0,2188.0,2124.0,1972.0,1976.0,2030.0,1818.0
461,MIO_TKM,HIRE,EU15,EE,561.0,854.0,898.0,725.0,978.0,897.0,779.0,774.0,843.0,879.0,885.0,1407.0,1140.0,868.0,1084.0,1393.0,730.0,,,,,,,,,,,,,,,,,,,,,
462,MIO_TKM,HIRE,EU15,EL,5597.0,6748.0,5917.0,2070.0,2273.0,1880.0,1694.0,1990.0,1568.0,1965.0,1957.0,2088.0,2666.0,3608.0,1657.0,2196.0,1622.0,,,,,683.0,806.0,810.0,755.0,522.0,1146.0,1899.0,1190.0,1360.0,1557.0,1411.0,1152.0,1154.0,1238.0,1313.0,1377.0,1161.0
463,MIO_TKM,HIRE,EU15,ES,41824.0,41176.0,39000.0,36522.0,36916.0,34565.0,33788.0,33905.0,32672.0,31186.0,30299.0,34595.0,34235.0,34217.0,32921.0,32815.0,27052.0,27779.0,24025.0,21477.0,18486.0,17230.0,15323.0,13098.0,11797.0,9703.0,7874.0,7487.0,6899.0,6412.0,6848.0,8331.0,8728.0,7447.0,,,,
464,MIO_TKM,HIRE,EU15,EU15,,,,,,,,,,,,,,,,,,,,,,,,,,,83066.0,82444.0,,,,,,,,,,
465,MIO_TKM,HIRE,EU15,FI,741.0,969.0,592.0,860.0,874.0,1061.0,1003.0,1277.0,1162.0,1648.0,1250.0,1052.0,1519.0,1638.0,1403.0,1819.0,1456.0,1322.0,1411.0,1570.0,1530.0,1306.0,1144.0,1337.0,,,,,,,,,,,,,,
466,MIO_TKM,HIRE,EU15,FR,4260.0,4541.0,4665.0,4627.0,4928.0,5891.0,6580.0,6597.0,7502.0,7749.0,7534.0,10826.0,12464.0,13090.0,12714.0,15537.0,15310.0,15935.0,17868.0,18624.0,20775.0,14468.0,18846.0,18900.0,17154.0,16660.0,15313.0,16401.0,15225.0,14903.0,12402.0,11661.0,9320.0,8357.0,7834.0,7668.0,7079.0,5964.0
467,MIO_TKM,HIRE,EU15,HR,2046.0,1999.0,1797.0,1668.0,1549.0,1309.0,1184.0,1040.0,1135.0,1053.0,1137.0,1105.0,,,,,,,,,,,,,,,,,,,,,,,,,,
468,MIO_TKM,HIRE,EU15,HU,6086.0,6029.0,6482.0,6033.0,6079.0,5972.0,5876.0,5850.0,5939.0,5566.0,6021.0,6218.0,6618.0,6249.0,5040.0,3621.0,3151.0,2849.0,2848.0,,,,,,,,,,,,,,,,,,,
469,MIO_TKM,HIRE,EU15,IE,805.0,691.0,840.0,927.0,749.0,762.0,741.0,968.0,946.0,998.0,1337.0,1536.0,1778.0,1147.0,1350.0,1497.0,1282.0,1227.0,937.0,1042.0,740.0,,,,,,460.0,206.0,346.0,485.0,543.0,374.0,368.0,349.0,251.0,228.0,247.0,164.0
470,MIO_TKM,HIRE,EU15,IT,6944.0,5525.0,5236.0,5496.0,5589.0,6790.0,6751.0,5282.0,6175.0,11509.0,9049.0,12007.0,11508.0,13142.0,18091.0,17025.0,13401.0,14144.0,13826.0,11526.0,10727.0,,8283.0,10379.0,8401.0,8228.0,7728.0,8371.0,7476.0,9527.0,7007.0,,,,,,,
471,MIO_TKM,HIRE,EU15,LI,,,,,,,20.0,22.0,21.0,29.0,25.0,32.0,35.0,35.0,32.0,,,,,,,,,,,,,,,,,,,,,,,
472,MIO_TKM,HIRE,EU15,LT,4345.0,3562.0,3630.0,3063.0,2787.0,3589.0,3498.0,3276.0,3189.0,2738.0,2360.0,2526.0,2618.0,2956.0,2509.0,2154.0,2165.0,,,,,,,,,,,,,,,,,,,,,
473,MIO_TKM,HIRE,EU15,LU,506.0,471.0,434.0,493.0,592.0,881.0,964.0,1029.0,1118.0,1019.0,891.0,1114.0,1252.0,1206.0,1146.0,1184.0,1233.0,1154.0,1005.0,793.0,709.0,,65.0,61.0,66.0,692.0,796.0,862.0,,,,,,338.0,222.0,215.0,232.0,241.0
474,MIO_TKM,HIRE,EU15,LV,2022.0,1873.0,1920.0,2116.0,2322.0,2050.0,1932.0,2032.0,2212.0,1673.0,1187.0,1898.0,2091.0,1864.0,1240.0,1397.0,1075.0,1077.0,,,,,,,,,,,,,,,,,,,,
475,MIO_TKM,HIRE,EU15,NL,13786.0,14428.0,14180.0,13884.0,14807.0,15707.0,15477.0,16550.0,18022.0,18036.0,16558.0,18572.0,18678.0,20966.0,20455.0,21502.0,18982.0,19057.0,19377.0,19542.0,20887.0,20064.0,19492.0,18778.0,18279.0,17476.0,16763.0,16331.0,15303.0,14859.0,13860.0,12657.0,11414.0,10265.0,8621.0,8485.0,7340.0,6966.0
476,MIO_TKM,HIRE,EU15,NO,909.0,1143.0,1445.0,1285.0,1299.0,1210.0,1425.0,1575.0,1436.0,1690.0,1583.0,1934.0,1751.0,2023.0,1360.0,1381.0,1407.0,1324.0,1379.0,1471.0,1620.0,0.0,0.0,,,,,,,,,,,,,,,
477,MIO_TKM,HIRE,EU15,PL,55498.0,48455.0,52877.0,45078.0,38671.0,38108.0,36611.0,34817.0,31749.0,30918.0,25968.0,24138.0,22244.0,18507.0,14180.0,14637.0,,,,,,,,,,,,,,,,,,,,,,
478,MIO_TKM,HIRE,EU15,PT,6266.0,7186.0,7215.0,7909.0,6808.0,7877.0,9366.0,8170.0,9561.0,8949.0,8443.0,8646.0,11406.0,10472.0,9565.0,8673.0,5251.0,5836.0,5633.0,5321.0,4937.0,4663.0,4347.0,3812.0,,3344.0,2777.0,3278.0,3594.0,2504.0,1917.0,1044.0,1033.0,841.0,,,,
479,MIO_TKM,HIRE,EU15,RO,8172.0,7296.0,6378.0,5706.0,5372.0,5244.0,5150.0,4914.0,4576.0,4991.0,4138.0,13079.0,16716.0,15182.0,,,,,,,,,,,,,,,,,,,,,,,,
480,MIO_TKM,HIRE,EU15,SE,474.0,749.0,728.0,662.0,784.0,660.0,515.0,643.0,641.0,654.0,558.0,888.0,911.0,965.0,901.0,1140.0,1408.0,1410.0,1141.0,1112.0,904.0,953.0,886.0,1024.0,1058.0,,,,,,,,,,,,,
481,MIO_TKM,HIRE,EU15,SI,4322.0,4456.0,3990.0,3489.0,3426.0,3215.0,3036.0,3255.0,3095.0,3223.0,2717.0,3196.0,2876.0,2860.0,2411.0,1908.0,1432.0,1400.0,1536.0,,,,,,,,,,,,,,,,,,,
482,MIO_TKM,HIRE,EU15,SK,5948.0,6376.0,5957.0,5918.0,5886.0,4720.0,5469.0,4656.0,5443.0,5109.0,4828.0,4779.0,5118.0,4087.0,4629.0,3695.0,3644.0,,,,,,,,,,,,,,,,,,,,,
483,MIO_TKM,HIRE,EU15,UK,2584.0,2748.0,2354.0,2401.0,2628.0,3145.0,3164.0,3412.0,3654.0,3744.0,3329.0,3968.0,4464.0,4361.0,4333.0,4801.0,5447.0,5622.0,5937.0,6834.0,7338.0,7107.0,7064.0,6676.0,6281.0,6126.0,5334.0,5116.0,4954.0,4792.0,3971.0,3466.0,3159.0,1918.0,1631.0,1753.0,1712.0,1401.0
484,MIO_TKM,HIRE,EU25,AT,2757.0,2815.0,2856.0,2932.0,3031.0,3148.0,3068.0,3619.0,4488.0,4599.0,5039.0,6508.0,7334.0,7840.0,7755.0,8451.0,8243.0,8077.0,7827.0,6849.0,6443.0,,,,,,,,,,,,,,,,,
485,MIO_TKM,HIRE,EU25,BE,5547.0,5525.0,6063.0,5967.0,6187.0,5284.0,5801.0,6158.0,6268.0,7231.0,7417.0,8759.0,9724.0,9707.0,10014.0,10843.0,12258.0,13226.0,14692.0,13545.0,8579.0,,,,,,,,,,,,,,,,,
486,MIO_TKM,HIRE,EU25,BG,2321.0,3334.0,4113.0,4461.0,5075.0,4810.0,4226.0,3297.0,4103.0,3587.0,3264.0,2700.0,3542.0,2998.0,,,,,,,,,,,,,,,,,,,,,,,,
487,MIO_TKM,HIRE,EU25,CH,449.0,401.0,427.0,453.0,508.0,420.0,724.0,865.0,1153.0,1115.0,909.0,1371.0,,,,,,,,,,,,,,,,,,,,,,,,,,
488,MIO_TKM,HIRE,EU25,CY,20.0,18.0,17.0,12.0,8.0,6.0,8.0,8.0,5.0,9.0,6.0,4.0,7.0,9.0,8.0,8.0,14.0,17.0,,,,,,,,,,,,,,,,,,,,
489,MIO_TKM,HIRE,EU25,CZ,6083.0,6850.0,9079.0,10702.0,13538.0,13119.0,12900.0,11609.0,12525.0,11786.0,10546.0,11513.0,10745.0,11915.0,10425.0,10992.0,11799.0,11677.0,11116.0,10478.0,,,,,,,,,,,,,,,,,,
490,MIO_TKM,HIRE,EU25,DE,15744.0,17095.0,17392.0,18480.0,18712.0,19135.0,20004.0,21998.0,24032.0,24673.0,25607.0,30542.0,33476.0,31384.0,29398.0,29854.0,26607.0,24173.0,24049.0,21800.0,20140.0,,,,,,,,,,,,,,,,,
491,MIO_TKM,HIRE,EU25,DK,1413.0,1391.0,1196.0,1139.0,964.0,1049.0,1233.0,1460.0,1390.0,1578.0,2568.0,3498.0,3528.0,3915.0,5220.0,5416.0,5000.0,4983.0,4922.0,5698.0,5820.0,,,,,,,,,,,,,,,,,
492,MIO_TKM,HIRE,EU25,EE,739.0,1103.0,1145.0,1010.0,1249.0,1102.0,997.0,1032.0,1046.0,1103.0,1113.0,1707.0,1404.0,1176.0,1332.0,1568.0,957.0,,,,,,,,,,,,,,,,,,,,,
493,MIO_TKM,HIRE,EU25,EL,6063.0,6920.0,6249.0,2233.0,2432.0,1967.0,1791.0,2052.0,1755.0,2182.0,2130.0,2149.0,3040.0,3733.0,1776.0,2367.0,1792.0,,,,,,,,,,,,,,,,,,,,,
494,MIO_TKM,HIRE,EU25,ES,42746.0,41821.0,39598.0,37220.0,37569.0,35347.0,34468.0,34633.0,33291.0,31742.0,30943.0,35087.0,34678.0,34610.0,33170.0,33301.0,27286.0,28175.0,24429.0,21683.0,18657.0,,,,,,,,,,,,,,,,,
495,MIO_TKM,HIRE,EU25,FI,757.0,980.0,599.0,862.0,889.0,1074.0,1011.0,1336.0,1178.0,1676.0,1272.0,1080.0,1550.0,1699.0,1413.0,1854.0,1498.0,1345.0,1443.0,1611.0,1584.0,,,,,,,,,,,,,,,,,
496,MIO_TKM,HIRE,EU25,FR,4319.0,4549.0,4680.0,4674.0,4955.0,5909.0,6598.0,6613.0,7513.0,7773.0,7556.0,10875.0,12508.0,13131.0,12770.0,15632.0,15362.0,16035.0,17994.0,18806.0,20940.0,,,,,,,,,,,,,,,,,
497,MIO_TKM,HIRE,EU25,HR,2483.0,2450.0,2187.0,2079.0,1878.0,1650.0,1486.0,1296.0,1408.0,1323.0,1330.0,1349.0,,,,,,,,,,,,,,,,,,,,,,,,,,
498,MIO_TKM,HIRE,EU25,HU,6991.0,6687.0,7337.0,6792.0,6745.0,6568.0,6474.0,6466.0,6589.0,5992.0,6494.0,6794.0,7121.0,6579.0,5360.0,3790.0,3292.0,3042.0,3101.0,,,,,,,,,,,,,,,,,,,
499,MIO_TKM,HIRE,EU25,IE,805.0,712.0,864.0,946.0,764.0,764.0,763.0,975.0,952.0,1021.0,1365.0,1549.0,1798.0,1169.0,1375.0,1544.0,1375.0,1254.0,973.0,1042.0,748.0,,,,,,,,,,,,,,,,,
